,f_1,f_2,R_x
31,16.262596446107086,335,29-2-15-6-21-10-16-7-25-28-0*9-3-1-4-24-7-16-6-13-18-12-8-26-0-22*1-3-11-17-22-18-0-28-7-27*24-14-4*0-17*14-11-17-12-19-22-25-7-4*18-13*1-24-20-7-25-0-18*5-15-10-27-7-14-1-3*4-20-14-9-3-11-17-22-0-13-6-5-21*12-19-17-28-16-27-29-2-7-14-23-1-9*10-6*
32,16.275426700958615,333,29-2-15-6-21-10-16-7-25-28-0*3-1-4-24-7-16-6-13-18-12-8-26-0-22*1-3-11-17-22-18-0-28-7-27*24-14-4*0-17*14-11-17-12-19-22-25-7-4*18-13*1-24-20-7-25-0-18*5-15-10-27-7-14-1-3*4-20-14-9-3-11-17-22-0-13-6-5-21*12-19-17-28-16-27-29-2-7-14-23-1-9*10-6*
33,16.301116436754736,328,29-2-15-6-21-10-16-7-25-28-0*3-1-4-24-7-16-6-13-18-12-8-26-0-22*1-3-11-17-22-18-0-28-7-27*24-14-4*0-17*14-11-17-12-19-22-25-7-4*18-13*24-20-7-25-0-18*5-15-10-27-7-14-1-3*4-20-14-9-3-11-17-22-0-13-6-5-21*12-19-17-28-16-27-29-2-7-14-23-1-9*10-6*
34,16.30129179331307,327,29-2-15-6-21-10-16-7-25-28-0*3-1-4-24-7-16-6-13-18-12-8-26-0-22*1-3-11-17-22-18-0-28-16-27*24-14-4*0-17*14-11-17-12-19-22-25-7-4*18-13*24-20-7-25-0-18*5-15-10-27-7-14-1-3*4-20-14-9-3-11-17-22-0-13-6-5-21*12-19-17-28-16-27-29-2-7-14-23-1-9*10-6*
39,16.351063829787233,321,28-16-6-5-21-2-7-20-24-23-3*19-17-28-16-27-29-2*1-3-11-17-22-18*3-1-24-4-7-25-22-19-12-18-13-6-10-2-15*0-19*20-14-11-17-12-8-26-0-28-16*28-25*10-7-28-0-18*5-15-10-27-7-14-23-1-3-9*20-23-9-3-11-17-22-0-13-6-5-21-10*7-16-15-10-29*3-4-14*
40,16.40358311900865,311,28-16-6-5-21-2-7-20-24-23*19-17-28-16-27-29-2*1-3-11-17-22-18*3-1-24-4-7-25-22-19-12-18-13-6-10-2*0-19*20-14-11-17-12-8-26-0-28-16-27*28-25*15-10-7-28-0-18*5-15-10-27-7-14-23-1-9-3*23-9-3-11-17-22-0-13-6-5-21-10-29*7-16-15*3-14-4*
41,16.413198503624034,307,28-16-6-5-21-2-7-20-24-23*19-17-28-16-27-29-2*1-3-11-17-22-18*3-1-24-4-7-25-22-19-12-18-13-6-10-2*0-19*20-14-11-17-12-8-26-0-28-16-27*28-25*15-10-7-28-0-18*5-15-10-27-7-14-23-1-9-3*23-9-3-11-17-22-0-13-6-5-21-10-29*7-16-15*3-4*
42,16.418546878653263,305,28-16-6-5-21-2-7-20-24-23*19-17-28-16-27-29-2*1-3-11-17-22-18*3-1-24-4-7-25-22-19-12-18-13-6-10-2*0-19*20-14-11-17-12-8-26-0-28-16-27*28-25*10-7-28-0-18*5-15-10-27-7-14-23-1-9-3*23-9-3-11-17-22-0-13-6-5-21-10-29*7-16-15*3-4*
43,16.43351063829787,303,28-16-6-5-21-2-7-20-24-23*19-17-28-16-27-29-2*1-3-11-17-22-18*3-1-24-4-7-25-22-19-12-18-13-6-10-2*0-19*20-14-11-17-12-8-26-0-28-16-27*28-25*10-7-28-0-18*5-15-10-27-7-14-23-1-9*23-9-3-11-17-22-0-13-6-5-21-10-29*7-16-15*3-4*
44,16.51227495908347,298,16-6-5-21-2-7-20-24-23*19-17-28-16-27-29-2*1-3-11-17-22-18*3-1-24-4-7-25-22-19-12-18-13-6-10-2*0-19*20-14-11-17-12-8-26-0-28-16-27*28-25*10-7-28-0-18*5-15-10-27-7-14-23-1-9*23-9-3-11-17-22-0-13-6-5-21-10-29*7-16-15*3-4*
45,16.56789221416881,295,16-6-5-21-2-7-20-24-23*19-17-28-16-27-29-2*1-3-11-17-22-18*3-1-24-4-7-25-22-19-12-18-13-6-10-2*0-19*20-14-11-17-12-8-26-0-28-16-27*28-25*10-7-28-0-18*5-15-10-27-7-14-23-1-9*9-3-11-17-22-0-13-6-5-21-10-29*7-16-15*3-4*
46,16.65495674538228,293,16-6-5-21-2-7-20-24-23*19-17-28-16-27-29-2*1-3-11-17-22-18*3-1-24-4-7-25-22-19-12-18-13-6-10-2*0-19*20-14-11-17-12-8-26-0-28-16-27*28-25*10-7-28-0-18*5-15-10-27-7-14-23-9*9-3-11-17-22-0-13-6-5-21-10-29*7-16-15*3-4*
38,16.66635492167407,290,16-6-5-21-2-7-20-24*19-17-28-16-27-29-2*1-3-11-17-22-18*3-1-24-4-7-25-22-19-12-18-13-6-10-2*0-12*7-20-14-11-17-12-8-26-0-28-16*28-25*10-7-28-0-18*15-10-27-7-14-23-1-9*7-20-23-9-3-11-17-22-0-13-6-5-21-10*7-16-15*4-3*
47,16.681347907411737,285,16-6-5-21-2-7-20-24-23*19-17-28-16-27-29-2*1-3-11-17-22-18*3-1-24-4-7-25-22-19-12-18-13-6-10-2*0-19*20-14-11-17-12-8-26-0-28-16-27*28-25*7-28-0-18*5-15-10-27-7-14-23-9*9-3-11-17-22-0-13-6-5-21-10-29*7-16-15*3-4*
37,16.693681318681318,282,16-6-5-21-2-7-20-24*19-17-28-16-27-29-2*1-3-11-17-22-18*3-1-24-4-7-25-22-19-12-18-13-6-10-2*0-12*7-20-14-11-17-12-8-26-0-28-16*28-25*7-28-0-18*15-10-27-7-14-23-1-9*7-20-23-9-3-11-17-22-0-13-6-5-21-10*7-16-15*4-3*
36,16.727905073649755,281,16-6-5-21-2-7-20-24*19-17-28-16-27-29-2*1-3-11-17-22-18*1-24-4-7-25-22-19-12-18-13-6-10-2*0-12*7-20-14-11-17-12-8-26-0-28-16*28-25*7-28-0-18*15-10-27-7-14-23-1-9*7-20-23-9-3-11-17-22-0-13-6-5-21-10*7-16-15*4-3*
48,16.741787467851296,279,16-6-5-21-2-7-20-24-23*19-17-28-16-27-29-2*1-3-11-17-22-18*3-1-24-4-7-25-22-19-12-18-13-6-10-2*0-19*20-14-11-17-12-8-26-0-28-16-27*28-25*7-28-0-18*5-15-10-27-7-14-23-9*9-3-11-17-22-0-13-6-5-21-10-29*7-16*3-4*
35,16.776478840308627,276,16-6-5-21-2-7-20-24*19-17-28-16-27-29-2*1-3-11-17-22-18*1-24-4-7-25-22-19-12-18-13-6-10-2*0-12*7-20-14-11-17-12-8-26-0-28*28-25*7-28-0-18*15-10-27-7-14-23-1-9*7-20-23-9-3-11-17-22-0-13-6-5-21-10*7-16-15*4-3*
50,16.777355623100306,271,16-6-21-2-7-24-20*19-17-28-16-27-29-2*1-23-14-11-17-22-18*3-24-4-7-28-0-18*0-19*7-20-14-11-17-12-8-26-0-28-16-27*28-25*7-16*2-15-10-27-7-14-23-9-3*9-1-3-11-17-22-0-13-6-5-21-10*7-25-22-19-12-18-13-6-10*3-4*
49,16.780424362871173,269,16-6-21-2-7-20-24*19-17-28-16-27-29-2*1-23-14-11-17-22-18*3-24-4-7-28-0-18*0-19*7-20-14-11-17-12-8-26-0-28-16-27*28-25*7-16*2-15-10-27-7-14-23-9-3*9-1-3-11-17-22-0-13-6-5-21-10*7-25-22-19-12-18-13-6-10*3-4*
77,16.819002805704933,261,4-24-14-11-17-22-0-13-6-5-21*4-24-1-3-11-17-19-12-8-26-0-18-13-6-15*10-6*4-7-28-25*0-19*1-3-23-14-20-7-16-6-13*14-24-20-7-25-0-18-22-17*29-2-7-24-1*3-9-14-7-27-10-15*12-17*0-17-28-16-27-29-2-15-10-21-5*8-12-0*
78,16.865530745849895,258,4-24-14-11-17-22-0-13-6-5-21*4-24-1-3-11-17-19-12-8-26-0-18-13-6-15*10-6*4-7-28-25*0-19*1-3-23-14-20-7-16-6-13*14-24-20-7-25-0-18-22-17*29-2-7-24-1*3-9-14-7-27-10-15*12-17*0-17-28-16-27-29-2-15-10-21*8-12-0*
79,16.921001870469954,256,4-24-14-11-17-22-0-13-6-5-21*4-24-1-3-11-17-19-12-8-26-0-18-13-6-15*10-6*4-7-28*0-19*1-3-23-14-20-7-16-6-13*14-24-20-7-25-0-18-22-17*29-2-7-24-1*3-9-14-7-27-10-15*12-17*0-17-28-16-27-29-2-15-10-21*8-12-0*
76,16.959375730652326,254,24-14-11-17-22-0-13-6-5-21*4-24-1-3-11-17-19-12-8-26-0-18-13-6-15*10-6*4-7-28-25*0-19*1-3-23-14-20-7-16-6-13*24-20-7-25-0-18-22-17*29-2-7-24-1*3-9-14-7-27-10*12-17*0-17-28-16-27-29-2-15-10-21-5*8-12-0*
80,16.970657002571897,251,4-24-14-11-17-22-0-13-6-5-21*4-24-1-3-11-17-19-12-8-26-0-18-13-6-15*10-6*4-7-28*0-19*1-3-23-14-20-7-16-6-13*14-24-20-7-25-0-18-22-17*29-2-7-24*3-9-14-7-27-10-15*12-17*0-17-28-16-27-29-2-15-10-21*8-12-0*
75,17.014729950900165,249,24-14-11-17-22-0-13-6-5-21*4-24-1-3-11-17-19-12-8-26-0-18-13-6-15*10-6*4-7-28-25*0-19*1-3-23-14-20-7-16-6-13*24-20-7-25-0-18-22-17*29-2-7-24*3-9-14-7-27-10*12-17*0-17-28-16-27-29-2-15-10-21-5*8-12-0*
81,17.024520692073885,247,4-24-14-11-17-22-0-13-6-5-21*4-24-1-3-11-17-19-12-8-26-0-18-13-6-15*10-6*4-7-28*0-19*1-3-23-14-20-7-16-6-13*14-24-20-7-25-0-18-22-17*29-2-7-24*3-9-14-7-27-10-15*12-17*17-28-16-27-29-2-15-10-21*8-12-0*
74,17.08072246902034,246,14-11-17-22-0-13-6-5-21*4-24-1-3-11-17-19-12-8-26-0-18-13-6-15*10-6*4-7-28-25*0-19*1-3-23-14-20-7-16-6-13*24-20-7-25-0-18-22-17*29-2-7-24*3-9-14-7-27-10*12-17*0-17-28-16-27-29-2-15-10-21-5*8-12-0*
82,17.08802899228431,245,4-24-14-11-17-22-0-13-6-5-21*4-24-1-3-11-17-19-12-8-26-0-18-13-6-15*10-6*4-7-28*0-19*1-3-23-14-20-7-16-6-13*14-24-20-7-25-0-18-22-17*2-7-24*3-9-14-7-27-10-15*12-17*17-28-16-27-29-2-15-10-21*8-12-0*
83,17.091214636427402,242,4-24-14-11-17-22-0-13-6-5-21*4-24-1-3-11-17-19-12-8-26-0-18-13-6-15*10-6*4-7-28*0-19*1-3-23-14-20-7-16-6-13*24-20-7-25-0-18-22-17*2-7-24*3-9-14-7-27-10-15*12-17*17-28-16-27-29-2-15-10-21*8-12-0*
84,17.137508767827917,240,4-24-14-11-17-22-0-13-6-5-21*24-1-3-11-17-19-12-8-26-0-18-13-6-15*10-6*4-7-28*0-19*1-3-23-14-20-7-16-6-13*24-20-7-25-0-18-22-17*2-7-24*3-9-14-7-27-10-15*12-17*17-28-16-27-29-2-15-10-21*8-12-0*
86,17.157470189385084,235,4-24-14-11-17-22-18-13-6-21-5*1-23-9-3-11-17-12-8-26-0-13-6-15-29*10-6*28-25*18-0-19*9-23-14-20-7-27-10-15-21*4-20-7-25-0-22-12*0-17*9-3-1-24-7-16-6-5*12-22*22-12-19-17-28-16-27-2-29*0-18-12-22*
87,17.160042085574002,228,4-24-14-11-17-22-18-13-6-21-5*23-9-3-11-17-12-8-26-0-13-6-15-29*10-6*28-25*18-0-19*9-23-14-20-7-27-10-15-21*4-20-7-25-0-18-22-12*0-17*9-3-1-24-7-16-6-5*12-22*12-19-17-28-16-27-2-29*0-12-22*
85,17.19154781388824,227,4-24-14-11-17-22-18-13-6-21-5*23-9-3-11-17-12-8-26-0-13-6-15-29*10-6*28-25*18-0-19*3-23-14-20-7-27-10-15-21*4-20-7-25-0-12-19-22*0-17*23-9-3-1-24-7-16-6-5*12-22*12-19-17-28-16-27-2-29*18-22*
88,17.22743745616086,225,4-24-14-11-17-22-18-13-6-21*23-9-3-11-17-12-8-26-0-13-6-15-29*10-6*28-25*18-0-19*9-23-14-20-7-27-10-15-21*4-20-7-25-0-18-22-12*0-17*9-3-1-24-7-16-6-5*12-22*12-19-17-28-16-27-2-29*0-12-22*
89,17.246434416647183,224,4-24-14-11-17-22-18-13-6-21*23-9-3-11-17-12-8-26-0-13-6-15-29*10-6*28-25*0-19*9-23-14-20-7-27-10-15-21*4-20-7-25-0-18-22-12*0-17*9-3-1-24-7-16-6-5*12-22*12-19-17-28-16-27-2-29*0-12-22*
90,17.254237783493103,221,4-24-14-11-17-22-18-13-6-21*23-9-3-11-17-12-8-26-0-13-6-15-29*10-6*28-25*0-19*9-23-14-20-7-27-10-15-21*4-20-7-25-0-18-22-12*0-17*9-3-1-24-7-16-6-5*12-22*12-19-17-28-16-27-2-29*19-22-0*
91,17.256371288286182,219,4-24-14-11-17-22-18-13-6-21*23-9-3-11-17-12-8-26-0-13-6-15-29*10-6*28-25*0-19*9-23-14-20-7-27-10-15-21*4-20-7-25-0-18-22-12*0-17*9-3-1-24-7-16-6-5*12-22*12-19-17-28-16-27-2-29*19-22*
92,17.321983867196632,213,24-14-11-17-22-18-13-6-21*23-3-11-17-12-8-26-0-13-6-15-2-29*10-6*28-25*0-19*9-23-14-20-7-27-10-15-21*4-24-20-7-25-0-18-12*0-17*9-3-1-24-7-16-6-5*12-22*19-17-28-16-27-2-29*19-22*
94,17.39300327332242,211,14-11-17-22-18-13-6-21*23-3-11-17-19-12-8-26-0-13-6-15-2-29*10-6*28-25*0-19*9-23-14-20-7-27-10-15-21*4-24-20-7-25-0-18-12*0-17*9-3-1-24-7-16-6-5*12-22*19-17-28-16-27-2-29*19-22*
93,17.43400748187982,210,14-11-17-22-18-13-6-21*23-3-11-17-12-8-26-0-13-6-15-2-29*10-6*28-25*0-19*9-23-14-20-7-27-10-15-21*4-24-20-7-25-0-18-12*0-17*9-3-1-24-7-16-6-5*12-22*19-17-28-16-27-2-29*19-22*
96,17.506342062193127,207,9-1-3-11-17-22-0-18-13-6-15*17-19*29-10-6*28-25-11*22-17*3-1-9-23-14-7-16-6-21-5*14-24-20-7-25-0-18-12-19*0-22*9-1-3-24-4-7-27-10-15*18-0-26-8-12-17-28-16-27-2-29*5-6-13-0-12-19*18-22*
95,17.527501753565584,206,9-1-3-11-17-22-0-18-13-6-15*17-19*29-10-6*28-25-11*22-17*3-1-9-23-14-7-16-6-21-5*14-24-20-7-25-0-18-12-19*0-22*9-1-3-24-4-7-27-10-15*0-26-8-12-17-28-16-27-2-29*5-6-13-0-12-19*18-22*
