Total_iterations,Unnamed: 0.1,Intertwine_two,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,MSC_add_terminal,MSC_del_terminal
1495,1495.0,0.0477391622393574,0.1035778632581693,0.1073714424215216,0.1457187361222,0.0925086622092852,0.1577009385679687,0.2749950828406989,0.0703881123407988
1496,1496.0,0.0474577335723115,0.1032910059106892,0.10714320101441,0.1472617099317442,0.0926283856906357,0.1574083168123202,0.2746804611035103,0.0701291859643787
1497,1497.0,0.0471803802714481,0.103036295387311,0.10680289626556,0.1488772394736438,0.0927106188140542,0.1571181917343827,0.2744007176702799,0.0698736603833202
1498,1498.0,0.0469091389523936,0.1028127347300941,0.1063638200335774,0.1505455370676501,0.0927576295225713,0.1568328855364003,0.2741548327641799,0.0696234213931333
1499,1499.0,0.0466457485113169,0.1026190822401538,0.105838790953733,0.1522486284398587,0.0927717453129109,0.1565544070735168,0.2739415170627177,0.0693800804057922
1500,1500.0,0.0464070577648311,0.102469283625662,0.1053016546016114,0.1538010032987272,0.0927861145189872,0.1562998583568511,0.2737746468024442,0.0691603810308858
1501,1501.0,0.0461775990355573,0.1027296822544494,0.104697454606423,0.1549868249316164,0.0927697988763967,0.1560540072835635,0.2736358615264585,0.068948771485535
1502,1502.0,0.0459725898629132,0.1030243467235927,0.1040943239478111,0.1560247365986414,0.0927537223341243,0.1558322887538952,0.273537586742938,0.068760405036084
1503,1503.0,0.0457916353829623,0.1033469038043647,0.103498186998704,0.1569191501797185,0.0927380217475608,0.155634506698781,0.2734767541504713,0.0685948410374372
1504,1504.0,0.0456341396712347,0.1036913386647949,0.1029143057576425,0.1576754713476316,0.092722816527001,0.1554602452913165,0.2734502278558777,0.0684514548845008
1505,1505.0,0.0454850867937805,0.1040235291498231,0.1022903134092525,0.1581005159325879,0.0930500895299304,0.1552946500665665,0.2734405974780708,0.0683152176399879
1506,1506.0,0.0453447159955397,0.1043405637913253,0.1016348329861227,0.1585746059984783,0.0933349453565961,0.1551381033581,0.273445862728743,0.0681863697850945
1507,1507.0,0.0452254675384783,0.1046645973510485,0.1010051871475775,0.1589333341917885,0.0936144914520719,0.155003170543278,0.2734763861544446,0.0680773656213122
1508,1508.0,0.0451141064021129,0.1049670590597015,0.1003558278098,0.159344747940011,0.0938495175157143,0.1548767242899485,0.2735170214324794,0.0679749955502318
1509,1509.0,0.04502204120958,0.1052692489729895,0.0997395548914607,0.1596553758802216,0.0940753765215973,0.1547702641483377,0.2735774347686763,0.0678907036071363
1510,1510.0,0.0449482630184216,0.1055681723713162,0.0991592224797992,0.1598721903138194,0.0942907265854379,0.1546828561086899,0.2736550442238571,0.0678235248986582
1511,1511.0,0.0448916809104119,0.1058611666721943,0.0986170398482643,0.1600024044471297,0.0944944651008021,0.1546134690412054,0.2737473540915715,0.0677724198884204
1512,1512.0,0.0448634563692521,0.1065276682413748,0.0978067320717596,0.1598932776466806,0.0947226616501916,0.1545733099902786,0.273864286502825,0.0677486075276373
1513,1513.0,0.0448376368688904,0.1071431194644145,0.0973481901120053,0.1595291948797638,0.0949003914203751,0.1545364587299846,0.2739788108643728,0.067726197660193
1514,1514.0,0.044825323844093,0.107739722095224,0.0969337292108649,0.1591055487283309,0.0950641750230985,0.1545140367377055,0.2741011064814125,0.0677163578792703
1515,1515.0,0.0448252897775515,0.1083133949667184,0.0965630858714883,0.1586325319923477,0.0952137692390804,0.1545048253065625,0.2742291732722243,0.0677179295740263
1516,1516.0,0.0448486223850417,0.1085404972817792,0.0959277029976939,0.1586616838188114,0.0953860428776432,0.1545199107656896,0.274373468722459,0.0677420711508816
1517,1517.0,0.044881667929243,0.1087415924128006,0.0953375019677205,0.1586548111041486,0.095543754028616,0.1545456288276259,0.2745198432678296,0.0677752004620153
1518,1518.0,0.0449231246610425,0.1089172701268764,0.0947938666074858,0.1586155850296185,0.0956867818292482,0.1545806590514714,0.2746666252533686,0.0678160874408882
1519,1519.0,0.0449717368943622,0.1090683153885604,0.0942975767036183,0.1585476331919533,0.0958151643365673,0.1546237199187964,0.2748123061152041,0.0678635474509377
1520,1520.0,0.0450263029567169,0.1091956809904749,0.0938488606095198,0.158454507685843,0.0959290822548316,0.15467357775658,0.2749555391570878,0.0679164485889456
1521,1521.0,0.0450856818045797,0.1093004612425777,0.0938045909622974,0.1579825142760505,0.0960288428637639,0.1547290542893983,0.2750951368305961,0.0679737177307361
1522,1522.0,0.045148798370921,0.109383866877329,0.0938033372423071,0.1574956882584703,0.096114864288208,0.1547890328824197,0.2752300666958316,0.0680343453845128
1523,1523.0,0.0452146477182297,0.1094472013001164,0.0938408103940255,0.1570003811540572,0.0961876602323684,0.1548524635436937,0.2753594462349691,0.0680973894225396
1524,1524.0,0.0452822980749358,0.1094918382879084,0.0939127629987647,0.1565023941425386,0.0962478252848318,0.1549183667597822,0.2754825366852271,0.068161977766011
1525,1525.0,0.0453508928365326,0.1095192012143267,0.0940150275851751,0.1560069750847401,0.0962960208842433,0.1549858362430431,0.2755987360509909,0.0682273101009479
1526,1526.0,0.0454073363439791,0.1095061133143724,0.0940942892254818,0.1556789198980352,0.096296016207106,0.1550417254009903,0.2756952561761163,0.0682803434339184
1527,1527.0,0.0454518687785846,0.1094559295316201,0.0941504135617671,0.1555101093645873,0.0962513998007527,0.1550862228655447,0.2757726892743848,0.0683213668227583
1528,1528.0,0.0454848280627014,0.1093720455710053,0.094183521638727,0.1554916093120209,0.0961658554204109,0.1551196149708142,0.2758317618569135,0.0683507631674064
1529,1529.0,0.0458063970204705,0.1094493837577611,0.0942914132219876,0.1548748521044818,0.0961794427167142,0.1553237143801603,0.2757569176806378,0.0683178791177863
1530,1530.0,0.0461237890806284,0.109516825729065,0.0944141234563467,0.1542729546525536,0.096186641412805,0.155525186602864,0.2756761279525523,0.0682843511131846
1531,1531.0,0.0464342480123345,0.1095746866867492,0.0945489433743511,0.1536904499551945,0.0961880183817436,0.1557222796353626,0.2755907951251188,0.0682505788291453
1532,1532.0,0.0467464367362377,0.1096399574182799,0.0946988509070164,0.1534634496975425,0.0959903435769435,0.1559300717620327,0.2753028912883736,0.0682279986135735
1533,1533.0,0.04703601941135,0.109679682777163,0.0948503177302852,0.1533925604813928,0.0957511578385551,0.1561138536903963,0.2749817319836087,0.0681946760872487
1534,1534.0,0.0473123275932078,0.1097109702131875,0.0950066566355689,0.1533432787658529,0.0955118878382515,0.1562891387871134,0.2746637546828996,0.068161985483918
1535,1535.0,0.0475739256493182,0.109734350644279,0.0951658170256131,0.1533139366180173,0.0952749347022272,0.1564550238843816,0.2743518209588479,0.0681301905173155
1536,1536.0,0.0478196686116946,0.1097503809666198,0.0953259251480413,0.1533028335025939,0.0950424362754145,0.156610790131173,0.2740484457910284,0.0680995195734343
1537,1537.0,0.0482653864628352,0.1097437796510752,0.0954799997361286,0.1532078337145147,0.0947792741853253,0.156740035513281,0.273724094601923,0.0680595961349167
1538,1538.0,0.0486764413077271,0.1097159949725454,0.0956268097634138,0.1530326978726495,0.0947113132033083,0.156843238761309,0.2733823467014641,0.0680111574175825
1539,1539.0,0.0491136149873917,0.1097786389281689,0.095961317941086,0.1526226585198113,0.0944245298154517,0.1569833981450303,0.2731034216922733,0.0680124199707866
1540,1540.0,0.0495269131288668,0.1098360207095976,0.096289366361577,0.1522311128522389,0.0941479751714867,0.1571124057043501,0.2728408157826277,0.0680153902892551
1541,1541.0,0.049886870037706,0.1098471449363586,0.0965505795456155,0.151927069677198,0.0938182895740137,0.1574197575836126,0.2725533101011952,0.0679969785443004
1542,1542.0,0.050206292467547,0.1098395030830183,0.0967963704118116,0.1515566891388614,0.0934656723316551,0.157908106468126,0.2722565093189892,0.0679708567799911
1543,1543.0,0.0504852302062836,0.1098142387404127,0.0970255534713848,0.1511251823527937,0.0930937842861028,0.1583574679350945,0.2721610254158273,0.0679375175921006
1544,1544.0,0.0507245951598092,0.1097607043441287,0.09719222595236,0.1508665581352004,0.0927155557498765,0.1587748786491775,0.2720718024421132,0.0678936795673343
1545,1545.0,0.0509255404480786,0.1096814412254347,0.0972993301516626,0.1507710405797845,0.0923345820393438,0.1591589490694914,0.2719886960256084,0.0678404204605961
1546,1546.0,0.0511002434123208,0.109600504542931,0.0973931311658114,0.1506991362648478,0.0919756370642128,0.1595195173487963,0.2719222704023429,0.0677895597987369
1547,1547.0,0.0512495812552962,0.1095188710198235,0.0974740213031805,0.1506492029094919,0.0916401074006948,0.1598553280184,0.2718715217492257,0.0677413663438873
1548,1548.0,0.0513745971107016,0.1094374266754039,0.0975424827500741,0.1506195427513122,0.0913290068142636,0.1601654987325766,0.2718353898557729,0.0676960553098949
1549,1549.0,0.05147647301874,0.1093569670352474,0.0975990737610708,0.150608425072173,0.0910430034030749,0.160449491779727,0.2718127743649527,0.0676537915650139
1550,1550.0,0.0515565042150678,0.1092781982253293,0.0976444154696503,0.1506141068009614,0.0907824474837163,0.1607070849960824,0.2718025497914101,0.067614693017782
1551,1551.0,0.0516160748588927,0.1092017388507251,0.0976791793889686,0.150634851179597,0.0905473998661984,0.1609383424325587,0.2718035792891528,0.0675788341339065
1552,1552.0,0.0516566352990267,0.1091281225616492,0.0977040756587586,0.1506689444993086,0.0903376601965122,0.1611435850927791,0.2718147271560746,0.0675462495358907
1553,1553.0,0.0516796809514377,0.1090578012124396,0.0977198420812753,0.1507147109327915,0.0901527950765715,0.1613233620277669,0.2718348700765886,0.0675169376411286
1554,1554.0,0.0517139067514172,0.1090183224356454,0.0977362919480353,0.1509426269536091,0.0900646294707172,0.161523711895768,0.2714915303045362,0.0675089802402715
1555,1555.0,0.0517195198637665,0.1089686641993507,0.0977404148951325,0.1510894255473527,0.0901749208745333,0.1616766863007307,0.2711356019028242,0.0674947664163093
1556,1556.0,0.0517118138627578,0.1089228294685012,0.0977375651972733,0.1512408439027995,0.0903045338089999,0.1618063071059639,0.2707927170794902,0.0674833895742141
1557,1557.0,0.051692197719737,0.1086681282824142,0.0977284686159318,0.1516076718176715,0.0904502399917073,0.1619136134633881,0.27046500032493,0.0674746797842201
1558,1558.0,0.0516620586103355,0.1084194836601763,0.0977138408052698,0.1519732106951755,0.0906089730360043,0.16199976375421,0.2701542119998115,0.067468457439017
1559,1559.0,0.0516227502222854,0.108178776391625,0.0976943811663258,0.1523339340502732,0.090777842925289,0.1620660120821816,0.2698617671444419,0.0674645360175779
1560,1560.0,0.0515755825673321,0.1079476198140773,0.0976707674783175,0.1526867162016542,0.0909541472761698,0.1621136861603083,0.2695887558604,0.0674627246417407
1561,1561.0,0.0515218132487154,0.1077273704242081,0.0976436512830314,0.1530288234481764,0.0911353795989783,0.1621441666727932,0.2693359649033933,0.0674628304207036
1562,1562.0,0.0514626401259879,0.1075191399971484,0.0976136539931482,0.1533579022078604,0.0913192347732935,0.1621588681710757,0.2691039001502885,0.067464660581197
1563,1563.0,0.0513991953107878,0.1073238089408878,0.0975813636910264,0.1536719645417933,0.0915036119622218,0.1621592215415932,0.2688928096282265,0.0674680243834629
1564,1564.0,0.0513325404205145,0.1071420406289089,0.0975473325809112,0.1539693714692108,0.0916866151924124,0.162146658063417,0.2687027068193235,0.0674727348253013
1565,1565.0,0.051263663011578,0.1069742964699035,0.0975120750547028,0.1542488144614903,0.0918665518274373,0.1621225950561983,0.2685333939803527,0.0674786101383367
1566,1566.0,0.051693474109934,0.1065708514901642,0.0969760663292729,0.1543426288155561,0.0922085958271295,0.1621717564362468,0.2684678185760439,0.0675688084156523
1567,1567.0,0.0521178067538696,0.1061843102215618,0.0964447416117978,0.1544184392516889,0.0925431160150252,0.1622113281510354,0.2684212626169741,0.067658995378047
1568,1568.0,0.0525329654623876,0.1058168477056687,0.0959229457486568,0.1544772880573207,0.0928675195704252,0.162241873449942,0.2683922897182099,0.0677482702873888
1569,1569.0,0.0529357160419446,0.1054702306923727,0.0954149438130479,0.1545202829074453,0.0931795741210251,0.1622639895215659,0.2683794313027084,0.0678358315998897
1570,1570.0,0.053323271799641,0.1051458408015473,0.0949244364315739,0.1545485792491122,0.0934773940217988,0.1622782981279192,0.2683812045062985,0.0679209750621087
1571,1571.0,0.0536599433267526,0.1048280325531868,0.0944212458893029,0.154730030636417,0.093726091205388,0.1622687702627985,0.2683794617683684,0.0679864243577852
1572,1572.0,0.0539774523310669,0.1045343258655285,0.0939416724077372,0.1548975070509231,0.0939580909716751,0.1622528848520026,0.2683895721104495,0.0680484944106167
1573,1573.0,0.0542745399748203,0.1042652476493787,0.0934881500156219,0.1550507312257651,0.0941727430647276,0.162231436504207,0.2684102491211197,0.0681069024443593
1574,1574.0,0.0545836108509648,0.1040376925064147,0.0926792754945998,0.1550229294764945,0.0944029690642716,0.1626385293299229,0.2684568960300801,0.0681780972472512
1575,1575.0,0.0548703759274998,0.1038347836807475,0.0919036728027718,0.1549824824130152,0.0946149093196626,0.1630372382835419,0.2685114493784122,0.0682450881943485
1576,1576.0,0.0551341981336209,0.1036560856289042,0.0911657707841368,0.1545143923707161,0.094808273002762,0.1638410813294043,0.2685725729886954,0.0683076257617597
1577,1577.0,0.0553747335343083,0.1035009642540208,0.0904691783915619,0.1540411045479023,0.094982984133968,0.1646265066278271,0.2686389985986318,0.0683655299117794
1578,1578.0,0.0555919054560985,0.1033686131021501,0.0898167305863667,0.1535678716008534,0.0951391608571577,0.16538750170057,0.2687095317521566,0.0684186849446464
1579,1579.0,0.0557858785276634,0.1032580786625096,0.0892105373878653,0.1530994203714633,0.0952770948459011,0.1661188996194736,0.2687830563633759,0.0684670342217473
1580,1580.0,0.0559570329033097,0.1031682846082727,0.0886520352673732,0.1526399572002601,0.0953972310337552,0.1668163461207328,0.268858538040408,0.0685105748258879
1581,1581.0,0.0561059389088729,0.1030980548414413,0.0881420401382946,0.1521931779131371,0.0955001478389304,0.1674762618810994,0.2689350262599012,0.0685493522183226
1582,1582.0,0.0562333323213056,0.1030461352309433,0.0876808012527787,0.1517622819145575,0.0955865380316429,0.168095800817059,0.2690116554854146,0.0685834549462977
1583,1583.0,0.0563400904657967,0.1030112139572503,0.0872680553753246,0.1513499898356529,0.0956571903712119,0.1686728052216928,0.2690876453240909,0.0686130094489795
1584,1584.0,0.0564272092876953,0.1029919403994186,0.0869030806639005,0.1509585642052446,0.0957129721195559,0.1692057585040869,0.2691622998162272,0.0686381750038705
1585,1585.0,0.0564957815310417,0.1029869425214406,0.0865847497490177,0.1505898326347873,0.0957548125183141,0.1696937362436414,0.269235005951556,0.0686591388502008
1586,1586.0,0.0565469761312576,0.1029948427341105,0.086311581560171,0.1502452130339903,0.0957836872984574,0.1701363562172447,0.2693052315044048,0.0686761115203631
1587,1587.0,0.056582018906654,0.103014272226237,0.0860817915066451,0.1499257404018956,0.095800604274046,0.1705337280017559,0.2693725222774932,0.0686893224052727
1588,1588.0,0.0566021746119589,0.103043883774953,0.0858933396754432,0.149632094767954,0.0958065900557793,0.1708864026982391,0.2694364988410662,0.0686990155746058
1589,1589.0,0.0566087303971282,0.1030823630591126,0.085743976762645,0.1493646298886894,0.0958026779052256,0.1711953232685323,0.2694968528504397,0.0687054458682266
1590,1590.0,0.056602980696324,0.1031284385123296,0.0856312875055381,0.149123402337427,0.0957898967371191,0.1714617759195515,0.26955334302094,0.0687088752707702
1591,1591.0,0.0565862135551516,0.1031808897631663,0.0855527314311244,0.148908200656879,0.0957692612648962,0.171687342916714,0.2696057908347492,0.0687095695773189
1592,1592.0,0.0565596983890595,0.1032385547193523,0.0855056807818787,0.1487185742767795,0.0957417632736907,0.1718738571554337,0.2696540760493985,0.0687077953544066
1593,1593.0,0.0565246751522006,0.1033003353607907,0.0854874555217767,0.1485538619308847,0.095708363995313,0.1720233587691678,0.2696981320726574,0.0687038171972087
1594,1594.0,0.0564823448840202,0.103365202312542,0.085495355364505,0.148413219339233,0.095669987551264,0.1721380540042775,0.2697379412634322,0.0686978952807255
1595,1595.0,0.0564338615903323,0.1034321982740573,0.0855266888013533,0.1482956459523166,0.0956275154225514,0.1722202765462742,0.2697735302130638,0.0686902832000506
1596,1596.0,0.0563803254066245,0.1035004403847452,0.0855787991385412,0.1482000105835312,0.0955817818989287,0.172272451439049,0.2698049650561699,0.0686812260924098
1597,1597.0,0.0563227769837358,0.1035691216085814,0.0856490875826628,0.1481250757847516,0.095533570455123,0.1722970616985966,0.2698323468549722,0.068670959031576
1598,1598.0,0.0560538596964799,0.1038458445553462,0.0859433667719168,0.1464028541802982,0.0959002776642575,0.1722966176856442,0.2706891404292464,0.0688680390168104
1599,1599.0,0.0557848996041661,0.1041195378232789,0.0862487948398975,0.144715296666783,0.0962617445889467,0.1722736292675711,0.2715338366657025,0.0690622605436536
1600,1600.0,0.0555185905882233,0.1043877674475835,0.0865612026180524,0.1430758124102474,0.0966148805883883,0.1722305807690704,0.2723591983357578,0.0692519672426765
1601,1601.0,0.0552989972978405,0.1046900641630465,0.0869184347242492,0.1404126555942253,0.097040320728446,0.172253242016503,0.2739089052793517,0.0694773801963375
1602,1602.0,0.0550861440933655,0.1049824982933972,0.0872749364046217,0.1378298250428257,0.0974515801936575,0.1722598154228014,0.2754200258996945,0.0696951746496361
1603,1603.0,0.0548814854982523,0.1052631317558436,0.0876272156849486,0.1353451164351003,0.0978459644568554,0.1722518440380159,0.2768813076229079,0.0699039345080756
1604,1604.0,0.0546862486375158,0.1055303382825515,0.0879721720124313,0.1329735646627589,0.0982212171956091,0.1722308620551028,0.2782831215214726,0.0701024756325575
1605,1605.0,0.0545490627539448,0.1058304075494467,0.0883547071666983,0.1302037600361771,0.0986707371302135,0.1722936184489422,0.2797602533817251,0.0703374535328519
1606,1606.0,0.0543750184181823,0.1060665763993654,0.0886767617230524,0.1274317973156161,0.0996683166274519,0.1722501594369679,0.2810189715174655,0.0705123985618983
1607,1607.0,0.0542123990616622,0.1062857303283632,0.0889840203385785,0.1248141833662508,0.1006348882218026,0.1721972554355953,0.282197101548359,0.0706744216993881
1608,1608.0,0.0540200217133587,0.1064457126225755,0.0892332233545374,0.1222366594504554,0.101438886987611,0.1720530466504447,0.2837909209845813,0.0707815282364356
1609,1609.0,0.0534583983300031,0.1064192189640555,0.0895088285996898,0.1196807367576588,0.1025938289107443,0.1721213271425626,0.2852547339296443,0.0709629273656413
1610,1610.0,0.0528705936409787,0.1069224317091215,0.0897229849673049,0.1173444357140127,0.1035315650092953,0.1720781851401496,0.2864485729394767,0.0710812308796603
1611,1611.0,0.0522978637288304,0.1074006962303462,0.0899124556865482,0.1153359734656676,0.1043607482387617,0.1719997291322391,0.2875185366378541,0.0711739968797525
1612,1612.0,0.0517441090189408,0.1078514053088504,0.0900774952190134,0.1136499968647523,0.1050810674892974,0.1718886780992044,0.2884650353347338,0.0712422126652073
1613,1613.0,0.0512181960190193,0.1082780338789573,0.0902241227688897,0.1121509080532995,0.1057432442938162,0.1717755344580697,0.2893118564666417,0.0712981040613066
1614,1614.0,0.0507225996880684,0.1086787237058055,0.0903527132589373,0.1108350091404773,0.1063464711288746,0.1716616389060561,0.2900604995787559,0.0713423445930247
1615,1615.0,0.0503434828959785,0.1092147317114797,0.0905480230637168,0.1087094377275188,0.1074220720881019,0.1714902019004911,0.2908063478968231,0.07146570271589
1616,1616.0,0.049991366939725,0.1097149558456869,0.0907198052366477,0.1068931073572374,0.108375666511667,0.1712976664734215,0.2914410541448802,0.0715663774907342
1617,1617.0,0.0496722993761231,0.1095165320684013,0.0908739212000218,0.1052582746506712,0.1092621839172628,0.1711089737446134,0.2926517315766231,0.0716560834662835
1618,1618.0,0.0493444993748768,0.1092496427418783,0.0909689297484943,0.1037614715018476,0.1099544668326303,0.1714672930381952,0.2935603429660324,0.0716933537960451
1619,1619.0,0.0490128534738809,0.1089245386084246,0.0910105268321884,0.1024045982805982,0.1104672217599915,0.1717165458413453,0.2947799205681533,0.071683794635418
1620,1620.0,0.0486814712188521,0.1085507006867998,0.0915596016790325,0.1011876392231101,0.1108144994390696,0.1718663717652712,0.2957071229660856,0.0716325930217792
1621,1621.0,0.0483949565943548,0.1081780572616479,0.0921012322908537,0.1001262795063833,0.1109666577310673,0.172061069580393,0.2965741005302183,0.0715976465050817
1622,1622.0,0.048105636370809,0.1077641637048014,0.0925554554061827,0.099325096093629,0.1109169467876039,0.1721392384344345,0.297678647621203,0.0715148155813367
1623,1623.0,0.0478163649143039,0.107316964568947,0.0929261501474641,0.0987727905056507,0.1111831760772,0.172110471950759,0.2984850036272912,0.0713890782083842
1624,1624.0,0.0475534036555027,0.1068676359961464,0.0932650202080185,0.0982476470590485,0.1113493463557156,0.1720555614886574,0.2991797817174236,0.0714816035194874
1625,1625.0,0.0473164491636651,0.1064205821922643,0.0935715573317551,0.0977458584794362,0.111648356336726,0.171976462456362,0.2997662858316209,0.0715544482081705
1626,1626.0,0.0471100271780492,0.1059848030894836,0.0938506863121544,0.0973700014576657,0.1114021983349494,0.1718954121853589,0.3007637489394424,0.0716231225028965
1627,1627.0,0.0469280981628384,0.1055584785036715,0.0940973061686955,0.0972274030243322,0.1110673456781772,0.1717932142820268,0.3016559489952961,0.0716722051849624
1628,1628.0,0.0467745775656897,0.1051494716835347,0.0943167470697443,0.0971916178503799,0.1107014709039314,0.1716911873068138,0.3024581266674565,0.0717168009524498
1629,1629.0,0.0466433288328941,0.1047553100028326,0.0945047015839652,0.0973634335727211,0.1102630257929578,0.1715710107651626,0.3031567696639481,0.0717424197855185
1630,1630.0,0.04653315974453,0.1043781730436148,0.0946621612840846,0.0977267549232267,0.1097608766218982,0.1714345912958772,0.3037544124599309,0.0717498706268376
1631,1631.0,0.0466511275484689,0.1040198598914224,0.094790331242609,0.0980566704660006,0.1092037171694464,0.1712838381388036,0.304254369211788,0.0717400863314611
1632,1632.0,0.0467812248377826,0.1036818089580966,0.0948905963951345,0.0983469254909128,0.1085999966684845,0.171324724471032,0.304660621939479,0.071714101239078
1633,1633.0,0.0469204274869588,0.1033651194290433,0.0949644894686949,0.0987924610505207,0.107957857408465,0.1713489019701057,0.3049777132120214,0.0716730299741902
1634,1634.0,0.0470659367350401,0.103070573959886,0.0950136606412115,0.0993794962167511,0.107285081665497,0.171356559248151,0.3052106439644853,0.071618047568978
1635,1635.0,0.0472227256531846,0.1028024330110914,0.095043619802828,0.0999997753831619,0.106626754962952,0.1713669188133138,0.3053760891766481,0.0715616831968201
1636,1636.0,0.0473880983852046,0.1025607375401112,0.0950559885630185,0.1004476929266982,0.1061840940951858,0.1713796068412307,0.3054791429504184,0.0715046386981327
1637,1637.0,0.0475520013442626,0.1023414892148089,0.0950486315352586,0.1010105156381338,0.1057220103694493,0.1713754099100229,0.305513701674703,0.071436240313361
1638,1638.0,0.0477124729143316,0.1021444010220034,0.0950233600867549,0.1014885498568052,0.1054331635535507,0.1713548845755834,0.3054855649216088,0.0713576030693622
1639,1639.0,0.0478677946030585,0.1019689993725975,0.0949819899162909,0.1020647393728209,0.1051273000082807,0.1713187266427016,0.3054005982330776,0.0712698518511722
1640,1640.0,0.0480232174898665,0.1018180142828332,0.0949296892518555,0.1026386011009092,0.1048469158910858,0.1712845842209908,0.3052747682318028,0.0711842095306562
1641,1641.0,0.0481771772260792,0.1016905139476442,0.0948680741494902,0.1032046292025817,0.1045922671003304,0.171252597183551,0.3051134195490713,0.0711013216412518
1642,1642.0,0.0483282805293942,0.1015854248949248,0.0947986922040116,0.1039431319446485,0.1041781414060929,0.1712228698623296,0.3049217175398563,0.071021741618742
1643,1643.0,0.048468568003334,0.1014981898835881,0.0947196469158188,0.104750352256525,0.1037542573852935,0.1711786385420819,0.3046945135467971,0.0709358334665614
1644,1644.0,0.0485972854556638,0.1014276794093928,0.0946324786218487,0.1056169738837392,0.1033234487584155,0.1711207136848307,0.3044369804575595,0.0708444397285496
1645,1645.0,0.0487201468698656,0.1013758482012889,0.0945417933835408,0.106452416452511,0.1029228589294784,0.1710656542824594,0.3041634927464199,0.0707577891344359
1646,1646.0,0.04883650923561,0.1013413466447482,0.094448849747712,0.1072514434429971,0.1025534719169774,0.1710137243835035,0.3038783807526798,0.0706762738757718
1647,1647.0,0.0489458588340855,0.1013227867901798,0.0943548029904727,0.108009706143121,0.102215861309394,0.1709651303366112,0.3035856580245368,0.0706001955715989
1648,1648.0,0.049047803446034,0.1013187600659322,0.0942607038915363,0.1087236983549179,0.1019102255723121,0.170920024497045,0.3032890128627125,0.0705297713095099
1649,1649.0,0.0491420641239889,0.1013278534262158,0.0941674986760618,0.1093907072051024,0.1016364235760526,0.170878509102468,0.3029918039621934,0.0704651399279171
1650,1650.0,0.0492284666545699,0.1013486639289745,0.0940760300078579,0.110008760941334,0.1013940099664957,0.170840640262327,0.302697059785854,0.070406368452587
1651,1651.0,0.0493069328272087,0.1013798117549334,0.0939870389188795,0.1105765745376455,0.1011822700410667,0.1708064320095798,0.3024074813030398,0.0703534586076466
1652,1652.0,0.0495441382826397,0.1015866183601794,0.0942345008954271,0.1112601605387326,0.1001669204972739,0.1706091937013478,0.3021254477292265,0.070473019995173
1653,1653.0,0.0497301703713627,0.1017577831340648,0.0943989626778495,0.1118494391774402,0.0991468091257248,0.1703338673929285,0.3022280249092521,0.0705549432113775
1654,1654.0,0.0499057861091613,0.1019326586119867,0.0945620796677348,0.1123854484036191,0.0981701132229106,0.1700660151474249,0.3023382259959324,0.0706396728412303
1655,1655.0,0.05007027097375,0.1021091249687623,0.0947223551744379,0.1128681550662605,0.097242258200986,0.1698075680810003,0.3024541865877351,0.070726080947068
1656,1656.0,0.0502230932038038,0.1022852584529384,0.09487847059121,0.1132980623550916,0.0963676385220811,0.1695601701464112,0.3025741711282301,0.0708131356002338
1657,1657.0,0.0503638908404757,0.1024593310169332,0.0950292807728765,0.1136761511346051,0.0955496768486832,0.1693251904098199,0.3026965773771432,0.0708999015994633
1658,1658.0,0.0504924583667372,0.102629808027125,0.0951738081411313,0.1140038223679378,0.0947908869969754,0.1691037368487925,0.3028199391011432,0.0709855401501576
1659,1659.0,0.0506087331183667,0.102795344268792,0.095311235703633,0.1142828410973744,0.0940929396833059,0.1688966713813829,0.3029429271354816,0.0710693076116635
1660,1660.0,0.0507127816253111,0.1029547784563702,0.0954408991653319,0.11451528238601,0.0934567301270075,0.1687046258529034,0.3030643489687812,0.0711505534182847
1661,1661.0,0.0508047860269695,0.1031071264533925,0.0955622783016913,0.1147034795650385,0.092882446647906,0.1685280187247458,0.3031831470028128,0.0712287172774435
1662,1662.0,0.0508850306898539,0.1032515733989444,0.0956749877538815,0.1148499750736302,0.0923696394730729,0.1683670722281595,0.303298395637163,0.0713033257452945
1663,1663.0,0.0507928247154425,0.1034049719315186,0.0959923528299712,0.1154826842077766,0.0915216307805242,0.1683093647789588,0.3030696614711146,0.0714265092846933
1664,1664.0,0.0506875224713375,0.1037376735578088,0.0962909659479237,0.1159608472660048,0.090706347333413,0.1682475143389679,0.3028355316562107,0.0715335974283336
1665,1665.0,0.0505712518250829,0.1040514808002126,0.0965692466086403,0.1164767730146182,0.0899267911867362,0.1681813798023341,0.3025986522736195,0.0716244244887559
1666,1666.0,0.0504495379256785,0.1043516762293392,0.0968329764558821,0.1169496826760037,0.0892133099904948,0.1681283789356991,0.3023649326762579,0.0717095051106444
1667,1667.0,0.0503241422374333,0.1046366190722249,0.0972696525178071,0.1173791487622701,0.0883777518163247,0.1680877283807295,0.3021363940815766,0.0717885631316337
1668,1668.0,0.0501966868961138,0.1049049851590649,0.0976878020915729,0.1177652209700668,0.087610491264515,0.1680585996118083,0.3019148037752544,0.0718614102316037
1669,1669.0,0.0500686524204407,0.1051557485045955,0.0980850963302579,0.1181083779651627,0.0869123711783479,0.1680401317380199,0.3017016828315185,0.0719279390316566
