,R_x,f_1,f_2,Generation,Rank
23,3-5-7-14-6*4-1-2-5-14-6*12-10-9-7-5-2-1-0*13-9-7-5-3-4*12-13*1-3-11-10-9-6-14-8*,10.450676982591876,132.0,122,0.0
24,1-3-11-10-9-6-14-8*7-14-6*12-13*12-10-9-7-5-2-1-0*4-1-2-5-14-6*12-13-9-7-5-3-4*,10.474532559638943,128.0,193,0.0
25,7-14-6*4-1-2-5-14-6*12-10-9-7-5-2-1-0*13-9-7-5-3-4*12-13*1-3-11-10-9-6-14-8*,10.484203739522888,126.0,171,0.0
26,7-14*4-1-2-5-14-6*12-10-9-7-5-2-1-0*13-9-7-5-3-4*12-13*1-3-11-10-9-6-14-8*,10.516441005802708,124.0,180,0.0
26,12-13*0-1-2-5-7-9-10-12*4-3-5-7-9-13*14-7*4-3-1-2-5-14-6*8-14-6-9-10-11-3*,10.549323017408124,122.0,112,0.0
29,4-3-1-2-5-14-6*13-12*8-14-6-9-10-11*11-3*4-3-5-7-9-13*0-1-2-5-7-9-10-12*,10.604771115409411,120.0,90,0.0
14,8-14-6-9-10-11-3-1*0-1-2-5-7-9-13-12*4-1-2-5-14-6*7-14*10-12*4-3-5-7-9*,10.61444229529336,119.0,196,0.0
28,12-13*0-1-2-5-7-9-10-12*4-3-5-7-9-13*14-7*11-3-1-2-5-14-6*8-14-6-9-10-11*,10.646679561573178,118.0,145,0.0
30,11-3-1*0-1-2-5-7-14-6-9*11-10-9-6-14-8*4-1-2*13-9*4-3-5-7-9-10-12-13*,10.682785299806577,117.0,109,0.0
25,4-3-5-7-9-10-12-13*0-1-2-5-7-9*4-1-2-5-14-6*3-11-10-9-6-14-8*7-14*1-3*,10.709864603481623,116.0,81,0.0
31,11-3-1*0-1-2-5-7-14-6-9*11-10-9-6-14-8*4-3-5-7-9-10-12-13*13-9*4-1*,10.72147001934236,115.0,63,0.0
32,4-3-1-2-5-14-6*13-12*7-14-6*4-3-5-7-9-10-11*8-14-6-9-13*0-1-2-5-7-9-10-12*,10.73372018052869,114.0,109,0.0
32,11-3-1-2*0-1-2-5-7-14-6*11-10-9-6-14-8*4-1-2*13-9*4-3-5-7-9-10-12-13*,10.757575757575758,112.0,96,0.0
33,11-3-1*0-1-2-5-7-14-6*11-10-9-6-14-8*4-1-2*13-9*4-3-5-7-9-10-12-13*,10.770470664087686,110.0,125,0.0
34,11-3-1*0-1-2-5-7-14-6*11-10-9-6-14-8*4-1*13-9*4-3-5-7-9-10-12-13*,10.80915538362347,108.0,58,0.0
35,11-3-1-2*2-1-4-3-5-7-9-10-11*0-1-2-5-7-14-6-9*10-12*8-14-7*12-13-9*,10.850419084461638,107.0,138,0.0
36,11-3-1-2*1-4-3-5-7-9-10-11*0-1-2-5-7-14-6-9*10-12*8-14-5*12-13-9*,10.87169568020632,106.0,126,0.0
37,4-1-2*4-3-5-7-9-10-12-13*11-10-9*11-3-1-2*8-14-5*0-1-2-5-7-14-6-9*,10.880722114764668,105.0,138,0.0
37,5-14-8*12-13-9*0-1-2-5-7-14-6-9*11-3-1-4*10-12*4-3-5-7-9-10-11*,10.884590586718248,104.0,33,0.0
38,0-1-2-5-7-14-6-9*1-3-11*5-14-8*11-10-9*2-1-4*4-3-5-7-9-10-12-13*,10.893617021276595,103.0,102,0.0
27,11-10-9*11-3-1*2-1-4*0-1-2-5-7-14-6-9*7-14-8*4-3-5-7-9-10-12-13*,10.9110251450677,102.0,101,0.0
54,4-3-1-2*0-1-2-5-7-14-6-9*11-10-9*4-3-5-7-9-10-12-13*11-3*5-14-8*,10.93036750483559,101.0,149,0.0
28,4-3-5-7-9-10-12-13*11-3*0-1-2-5-7-14-6-9*11-10-9*7-14-8*2-1-3-4*,10.947775628626692,100.0,74,0.0
40,4-3-5-7-9-10-11*11-3-1-2*12-13-9*7-14-8*0-1-2-5-7-14-6-9*10-12*,10.974210186976144,99.0,125,0.0
41,5-14-8*12-13-9*0-1-2-5-7-14-6-9*11-3-1*10-12*4-3-5-7-9-10-11*,10.985170857511283,98.0,51,0.0
42,4-3-5-7-9-10-11*11-3-1*12-13-9*7-14-8*0-1-2-5-7-14-6-9*10-12*,11.002578981302385,97.0,123,0.0
46,11-10-9*4-3-5-7-9-10-12-13*3-11*1-3-4*8-14*0-1-2-5-7-14-6-9*,11.038684719535784,96.0,37,0.0
43,14-8*12-13-9*0-1-2-5-7-14-6-9*11-3-1*10-12*4-3-5-7-9-10-11*,11.041263700838169,95.0,19,0.0
48,3-11*8-14-7*4-3-5-7-9-10-12-13*3-1*0-1-2-5-7-14-6-9*9-10-11*,11.079303675048356,94.0,78,0.0
45,1-4-3-5-7-9-10-11*3-1*12-13-9*7-14-8*0-1-2-5-7-14-6-9*10-12*,11.105738233397808,93.0,132,0.0
46,5-14-8*4-3-1*4-3-5-7-9-10-11*12-13-9*10-12*0-1-2-5-7-14-6-9*,11.111540941328176,92.0,96,0.0
51,10-12*0-1-2-5-7-14-6-9*12-13-9*4-3-5-7-9-10-11*8-14*4-3-1-2*,11.119922630560929,91.0,70,0.0
48,10-12*14-8*4-3-5-7-9-10-11*1-3-4*0-1-2-5-7-14-6-9*12-13-9*,11.165054803352676,89.0,78,0.0
49,5-14-8*12-13-9*0-1-2-5-7-14-6-9*3-1*10-12*4-3-5-7-9-10-11*,11.191489361702128,88.0,64,0.0
50,4-3-5-7-9-10-11*3-1*12-13-9*7-14-8*0-1-2-5-7-14-6-9*10-12*,11.206318504190843,87.0,128,0.0
51,3-1*11-10-9-7-5-3-4*12-13-9*0-1-2-5-7-14-6-9*12-10*14-8*,11.245003223726629,85.0,33,0.0
50,14-8*14-6*4-3-5-7-9-10-12-13*11-10-9*0-1-2-5-7-14-6-9*1-3*,11.352030947775628,84.0,65,0.0
41,8-14*4-3-5-7-9-10-12-13*11-10-9*7-14*0-1-2-5-14-6-9*1-3*,11.429400386847195,83.0,18,0.0
52,1-3*11-10*4-3-5-7-9-10-12-13*12-13*0-1-2-5-7-14-6-9*5-14-8*,11.480980012894909,82.0,77,0.0
53,7-14-8*14-6*4-3-5-7-9-10-12-13*11-10*0-1-2-5-7-14-6-9*1-3*,11.495809155383624,81.0,71,0.0
59,8-14*0-1-2-5-7-14-6-9*11-10*14-5*4-3-5-7-9-10-12-13*3-1*,11.527401676337847,80.0,134,0.0
54,14-8*14-6*4-3-5-7-9-10-12-13*11-10*0-1-2-5-7-14-6-9*1-3*,11.534493874919407,79.0,36,0.0
45,8-14*4-3-5-7-9-10-12-13*11-10*7-14*0-1-2-5-14-6-9*1-3*,11.61766602192134,78.0,31,0.0
56,11-10*1-3*4-3-5-7-9-10-12*14-8*0-1-2-5-7-14-6-9*13-12*,11.695680206318505,77.0,80,0.0
57,4-3-5-14-6-9*0-1-2-5-7-9-10-12*14-8*13-12*1-3*11-10*,11.803997421018698,76.0,32,0.0
58,13-12*7-14*11-10*4-3-5-14-6-9*0-1-2-5-7-9-10-12*14-8*,12.01418439716312,75.0,30,0.0
55,4-3-5-7-9*12-10-9*0-1-2-5-7-14-6-9*8-14*11-10*12-13*,12.19084461637653,74.0,21,0.0
60,11-10*13-12*8-14*5-14-6-9*4-3-5*0-1-2-5-7-9-10-12*,12.252740167633783,73.0,36,0.0
61,14-8*14-6*4-3-5-7-9-10-12-13*11-10*0-1-2-5-7-14-6*1-3*,12.338491295938104,72.0,38,0.0
62,14-8*12-13*4-3-5-7-9-10-12*1-3*0-1-2-5-7-14-6*11-10*,12.4996776273372,70.0,51,0.0
63,14-8*14-6*13-12*4-3-5-7-9-10-12*11-10*0-1-2-5-7-14-6*,12.74468085106383,69.0,49,0.0
64,10-11*14-8*4-3-5*13-12-10-9*0-1-2-5-7-14-6-9*3-1*,12.900709219858156,67.0,26,0.0
65,7-14-8*1-3-4*0-1-2-5-7-9-10-12*11-10*7-14-6*12-13*,13.118633139909736,66.0,37,0.0
66,11-10*0-1-2-5-7-9-10-12*7-14-6*14-8*12-13*4-3-5*,13.121856866537716,65.0,31,0.0
67,11-10*12-10-9*14-8*12-13*4-3-5*0-1-2-5-7-14-6-9*,13.306898774983882,64.0,51,0.0
68,12-13*10-11*14-8*12-10-9*1-3-4*0-1-2-5-7-14-6-9*,13.493874919406837,63.0,35,0.0
