,R_x,f_1,f_2,Generation,Rank
19,6-14-7*11-3-1-2-5-14-6*0-1-2-5-7-9-10-11*4-3-5-7-9-13-12-10*8-14-6-9*2-1-4*,10.544809800128949,123.0,159,0.0
24,4-3-1-2-5-14-6*4-3-5-7-9-13*3-11-10-9-6-14-8*13-12*14-7*0-1-2-5-7-9-10-12*,10.549323017408124,122.0,121,0.0
21,0-1-2-5-7-9-10-12*9-13*4-3-5-7-9*8-14-6-9-10-11-3*4-3-1-2-5-14-6*12-13*,10.597034171502257,120.0,58,0.0
19,4-1-2-5-14-6*4-3-5-7-9-10-12-13*9-7-5-2-1-0*11-3-1*11-10-9-6-14-8*6-14-7*,10.648613797549968,118.0,198,0.0
21,14-7*9-6-14-8*11-3-1*0-1-2-5-7-9-10-11*4-3-5-7-9-10-12-13*4-1-2-5-14-6*,10.680851063829786,116.0,172,0.0
20,8-14-6-9-10-11*14-7*0-1-2-5-7-9*13-12-10-9-7-5-3-4*6-14-5-2-1-3-4*3-11*,10.713733075435202,114.0,92,0.0
21,0-1-2-5-7-9-13-12*4-3-5-7-9-10-11*12-13*11-3-1-2-5-14-6*9-6-14-8*10-12*,10.722759509993551,113.0,142,0.0
22,2-1-4*0-1-2-5-7-14-6*8-14-6-9-10-11*13-9*11-3-1-2*4-3-5-7-9-10-12-13*,10.757575757575758,112.0,162,0.0
23,2-1-4*0-1-2-5-7-14-6*8-14-6-9-10-11*13-9*11-3-1*4-3-5-7-9-10-12-13*,10.770470664087686,110.0,125,0.0
27,8-14-6-9-10-11*3-11*2-1-3-4*4-3-5-7-9-10-12-13*13-9*0-1-2-5-7-14-6*,10.80722114764668,108.0,126,0.0
30,3-11*1-4*4-3-5-7-9-10-12-13*3-1*11-10-9-6-14-8*0-1-2-5-7-14-6-9*,10.857511283043198,107.0,91,0.0
26,4-3-5-7-9-10-12-13*4-3-1*11-10-9-6-14-8*9-13*6-14-7-5-2-1-0*11-3*,10.85880077369439,106.0,145,0.0
32,7-5*0-1-2-5-7-14-6*4-3-5-7-9-10-12-13*1-3-11*2-1-4*8-14-6-9-10-11*,10.876208897485494,104.0,54,0.0
28,11-10-9-7-5-3-4*10-12-13-9*0-1-2-5-7-14-6-9*2-1-3-4*7-14-8*11-3*,10.890393294648614,103.0,97,0.0
34,3-11*2-1-4*4-3-5-7-9-10-12-13*3-1*11-10-9-6-14-8*0-1-2-5-7-14-6*,10.905222437137333,102.0,99,0.0
29,11-3*4-3-1-2*10-12-13-9*4-3-5-7-9-10-11*14-8*0-1-2-5-7-14-6-9*,10.929722759509994,101.0,108,0.0
36,3-11*1-4*4-3-5-7-9-10-12-13*3-1*11-10-9-6-14-8*0-1-2-5-7-14-6*,10.943907156673117,100.0,92,0.0
30,11-3*4-3-5-7-9-10-11*10-12-13-9*1-3-4*14-8*0-1-2-5-7-14-6-9*,10.981302385557704,99.0,46,0.0
28,11-3-1*12-13-9*5-14-8*10-12*0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*,10.985170857511283,98.0,94,0.0
36,7-14-8*10-12*1-3-11*4-3-5-7-9-10-11*0-1-2-5-7-14-6-9*9-13-12*,11.002578981302385,97.0,104,0.0
33,3-11*1-3-4*8-14*9-6-14-7-5-2-1-0*9-10-11*4-3-5-7-9-10-12-13*,11.038684719535784,96.0,110,0.0
31,12-13-9*11-3-1*0-1-2-5-7-14-6-9*10-12*14-8*4-3-5-7-9-10-11*,11.041263700838169,95.0,194,0.0
38,9-6-14-7-5-2-1-0*4-3-5-7-9-10-11*2-1-3-4*12-10*12-13-9*5-14-8*,11.066408768536428,94.0,105,0.0
30,4-3-5-7-9-10-11*2-1-3-4*8-14-7*12-13-9*0-1-2-5-7-14-6-9*10-12*,11.081237911025145,93.0,160,0.0
40,9-13-12*4-3-5-7-9-10-11*1-3-4*9-6-14-7-5-2-1-0*12-10*5-14-8*,11.111540941328176,92.0,116,0.0
31,4-3-5-7-9-10-11*2-1-3-4*8-14*12-13-9*0-1-2-5-7-14-6-9*10-12*,11.119922630560929,91.0,200,0.0
33,4-3-1*12-13-9*14-8*10-12*0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*,11.165054803352676,89.0,86,0.0
43,10-12*4-3-5-7-9-10-11*5-14-8*0-1-2-5-7-14-6-9*9-13-12*1-3*,11.191489361702128,88.0,60,0.0
34,3-1*12-13-9*7-14-8*10-12*0-1-2-5-7-14-6-9*4-3-5-7-9-10-11*,11.206318504190843,87.0,47,0.0
37,12-13-9*3-1*0-1-2-5-7-14-6-9*10-12*14-8*4-3-5-7-9-10-11*,11.245003223726629,85.0,141,0.0
48,0-1-2-5-7-14-6-9*9-10-11*14-8*2-1*13-12-10-9-7-5-3-4*3-1*,11.352030947775628,84.0,60,0.0
45,1-3*9-6-14-5-2-1-0*14-7*8-14*9-10-11*4-3-5-7-9-10-12-13*,11.429400386847195,83.0,90,0.0
50,5-14-8*0-1-2-5-7-14-6-9*2-1*10-11*3-1*13-12-10-9-7-5-3-4*,11.480980012894909,82.0,47,0.0
51,0-1-2-5-7-14-6-9*10-11*7-14-8*2-1*13-12-10-9-7-5-3-4*3-1*,11.495809155383624,81.0,42,0.0
39,14-8*3-1*10-11*5-14*0-1-2-5-7-14-6-9*4-3-5-7-9-10-12-13*,11.527401676337847,80.0,45,0.0
52,14-8*0-1-2-5-7-14-6-9*2-1*10-11*3-1*13-12-10-9-7-5-3-4*,11.534493874919407,79.0,50,0.0
49,1-3*9-6-14-5-2-1-0*14-7*8-14*10-11*4-3-5-7-9-10-12-13*,11.61766602192134,78.0,141,0.0
43,14-8*0-1-2-5-7-14-6-9*10-11*4-3-5-7-9-10-12*1-3*13-12*,11.695680206318505,77.0,104,0.0
44,10-11*14-8*9-6-14-5-3-4*12-13*0-1-2-5-7-9-10-12*1-3*,11.803997421018698,76.0,149,0.0
45,10-11*9-6-14-5-3-4*0-1-2-5-7-9-10-12*12-13*14-7*8-14*,12.01418439716312,75.0,92,0.0
52,12-13*9-6*0-1-2-5-7-14-6*14-8*12-10-9-7-5-3-4*11-10*,12.120567375886525,74.0,66,0.0
46,12-13*0-1-2-5-7-9-10-12*5-14-6-9*4-3-5*10-11*14-8*,12.252740167633783,73.0,60,0.0
56,14-8*0-1-2-5-7-14-6*2-1*10-11*3-1*13-12-10-9-7-5-3-4*,12.338491295938104,72.0,37,0.0
57,0-1-2-5-7-14-6*3-1*13-12*10-11*14-8*4-3-5-7-9-10-12*,12.4996776273372,70.0,100,0.0
58,2-1*13-12*14-8*0-1-2-5-7-14-6*10-11*4-3-5-7-9-10-12*,12.74468085106383,69.0,51,0.0
49,8-14*10-11*1-3*9-10-12-13*0-1-2-5-7-14-6-9*5-3-4*,12.900709219858156,67.0,24,0.0
51,13-12*6-14-7*7-14-8*10-11*0-1-2-5-7-9-10-12*1-3-4*,13.118633139909736,66.0,65,0.0
60,13-12*7-14-6*14-8*4-3-5*10-11*0-1-2-5-7-9-10-12*,13.121856866537716,65.0,138,0.0
66,0-1-2-5-7-14-6-9*5-3-4*8-14*11-10*12-13*12-10-9*,13.306898774983882,64.0,94,0.0
67,8-14*1-3-4*0-1-2-5-7-14-6-9*11-10*9-10-12*12-13*,13.493874919406837,63.0,57,0.0
