Total_iterations,Unnamed: 0.1,Intertwine_two,Invert_path_vertices,Insert_inside_vertex,Delete_inside_vertex,Replace_inside_vertex,Donate_between_routes,MSC_add_terminal,MSC_del_terminal
4046,4046.0,0.063066828181195,0.0786597201978868,0.0787575582188644,0.1324762918853896,0.0828177227927501,0.1087008000222873,0.1656512835830887,0.2898697951185381
4047,4047.0,0.0622180893421506,0.0796152920166148,0.0777502758872485,0.1322359279536062,0.0834749982611663,0.1085976010323192,0.1669214322164884,0.2891863832904062
4048,4048.0,0.0614998411745185,0.0797913387660118,0.0769105463890839,0.132150465129212,0.0842515371367286,0.1085292008101916,0.1683636713065864,0.2885033992876671
4049,4049.0,0.0606932768798937,0.0797253546968193,0.0760170715230671,0.131681721656166,0.0847775248398439,0.108204105692644,0.1705915373119799,0.2883094073995862
4050,4050.0,0.0599516573502852,0.0796467481861337,0.075220524211007,0.1312272584886091,0.0852773020652712,0.1078557815749392,0.1730108227877193,0.2878099053360353
4051,4051.0,0.0592687919289542,0.0795504551676775,0.074512064795095,0.1307830798521346,0.0857342673374582,0.1074829222227367,0.1752069269291677,0.2874614917667761
4052,4052.0,0.0595457548040295,0.0799045455584603,0.0745726987202711,0.1308179374160467,0.0855329151512958,0.1062527002629689,0.1781891471187446,0.2851843009681832
4053,4053.0,0.0598794456910328,0.0802473966353893,0.0747162146610008,0.1308705355064068,0.0853063081657847,0.1050240237412074,0.1810447017236542,0.2829113738755239
4054,4054.0,0.0602701210029554,0.0805859699421348,0.0749514215024297,0.1309478402127206,0.0850685040537693,0.1038368232480316,0.1838837210298503,0.2804555990081083
4055,4055.0,0.0606998360334374,0.080908968011899,0.0752501190645761,0.1310382683155808,0.0848146610582712,0.1026738046532686,0.1865660510279599,0.2780482918350069
4056,4056.0,0.0611603896603181,0.0812147183876824,0.0756029712997468,0.1311396031943042,0.0845489214975938,0.1015441799530248,0.1890805373488105,0.2757086786585193
4057,4057.0,0.0616440924876888,0.0815018883351252,0.0760010342182877,0.1312497408225173,0.0842751324238618,0.1004559060048505,0.1914188194969195,0.2734533862107491
4058,4058.0,0.0621836649755203,0.0818093366058804,0.0764756785309698,0.1314065719572825,0.0840765814957048,0.0994556028813141,0.1930807172052411,0.2715118463480869
4059,4059.0,0.062732239265424,0.0820960757174453,0.0769786144877881,0.1315679737691327,0.0838759600729188,0.0985085913637231,0.1945622260172258,0.2696783193063423
4060,4060.0,0.0632834294342936,0.0823613091946232,0.0775019835647607,0.1317318751722409,0.0836754814191944,0.0976190124066588,0.1958665697343874,0.2679603390738408
4061,4061.0,0.063831461992544,0.0826045352660809,0.0780385087591025,0.1318963871934503,0.0834771360441628,0.0967900185436392,0.1969984214290367,0.2663635307719834
4062,4062.0,0.0643818424567471,0.0828361924927686,0.0784513342178033,0.1320704737318313,0.0832933641547976,0.0960558514471679,0.198108824889338,0.2648021166095461
4063,4063.0,0.0649169677385104,0.0830432566937412,0.0788635977300652,0.1322395719771277,0.0831126816282706,0.095378776632089,0.199117016036018,0.263328131564178
4064,4064.0,0.065432852473601,0.0832259568999013,0.0792710732257502,0.1324023301465358,0.082936426723904,0.0947593767294366,0.2000272845601109,0.2619446992407602
4065,4065.0,0.0659282372863678,0.0833868779257009,0.0796721401685918,0.1325597300829828,0.082767894645558,0.0942040044980919,0.20078895919579,0.2606921561969167
4066,4066.0,0.0664420156040922,0.0835683857620948,0.0801052260276223,0.1327525308935769,0.0823467654115603,0.0940984357626213,0.2004680753816552,0.2602185651567771
4067,4067.0,0.0669295927382421,0.0837289890948005,0.0805251804977738,0.1329376469279386,0.0819376197476843,0.0940507834783467,0.2000231842843254,0.2598670032308885
4068,4068.0,0.0677335406220405,0.08386917234086,0.0809291171732325,0.1331139955033475,0.0815433507535567,0.0940557325229914,0.1994711355430934,0.2592839555408781
4069,4069.0,0.0685941553872761,0.0852024985536398,0.0814164102327646,0.1333825016459962,0.0812682252181952,0.0942026806020225,0.1967650714811627,0.2591684568789429
4070,4070.0,0.0694158784362928,0.0865046895848936,0.0818822205179212,0.1336396339482879,0.0810114494616306,0.0943907217352862,0.1940042388069617,0.2591511675087259
4071,4071.0,0.0701943817102223,0.0877658370424617,0.0823240382032882,0.1338839584712355,0.080773756263549,0.0946138662060264,0.1912217227084593,0.2592224393947576
4072,4072.0,0.0709240072460202,0.088975238901323,0.082737649464177,0.13411211783973,0.0805534193922688,0.0948597875123465,0.1885067792000453,0.2593310004440891
4073,4073.0,0.0716043219791741,0.0901279511197921,0.0831237142474591,0.1343254223925642,0.0803528820008553,0.0951296750087229,0.1858264641979179,0.2595095690535143
4074,4074.0,0.0722313225553194,0.091215984252426,0.0834789952657648,0.1345210932784784,0.0801700382279384,0.0954120393392934,0.183261662758503,0.2597088643222766
4075,4075.0,0.0725239372609119,0.0922881260863316,0.0838562182952585,0.1347521373651551,0.0800581473592474,0.0954265123709851,0.181287501771414,0.2598074194906963
4076,4076.0,0.0736390981710664,0.093050552857047,0.0840758365396417,0.1348391265267667,0.079837652648162,0.0953220173517346,0.1792054597073075,0.2600302561982739
4077,4077.0,0.0746828433374206,0.0937260560843797,0.0842508585761773,0.1348950406453993,0.0796210637072281,0.0953514879516524,0.1770062454167621,0.2604664042809805
4078,4078.0,0.0756532772388512,0.0943179734465545,0.0843853941614448,0.1349238284403242,0.0797563837912067,0.0953794944259842,0.1747973303782343,0.2607863181174001
4079,4079.0,0.0765476161538048,0.0948283338474343,0.0844817360756869,0.134927504156932,0.0798848192072758,0.0954054926135142,0.1725976687265958,0.2613268292187563
4080,4080.0,0.0773661304036285,0.0952617935909885,0.0845443444787126,0.1349101464577369,0.0800069704193287,0.0954370637901998,0.1702250579627894,0.2622484928966155
4081,4081.0,0.0781060032213394,0.0956194940545167,0.0845737525466158,0.1348718181703136,0.0801196270188423,0.0954656882587876,0.167895762501529,0.2633478542280556
4082,4082.0,0.0787673029056472,0.0959050370450615,0.084572589115905,0.1348146025200346,0.0802218176684264,0.095490977329077,0.1656247726039273,0.264602900811921
4083,4083.0,0.0794986294983096,0.096129293534854,0.0845504336255869,0.1347474710545265,0.0803286004386889,0.0955134860877292,0.1634316999155028,0.2658003858448021
4084,4084.0,0.0801518046884041,0.0962890478182912,0.084502505045745,0.1346649848791868,0.0804224338431076,0.0955315982831145,0.1613158023553443,0.2671218230868065
4085,4085.0,0.0805868848228937,0.0963887706022039,0.0844314780001601,0.1345691223557819,0.0805029105422822,0.0955451904786355,0.1597132610326614,0.2682623821653812
4086,4086.0,0.0809536960130508,0.096439074652382,0.0843459794495386,0.1344677865880288,0.080583731308632,0.095554317051399,0.158198332944098,0.2694570819928706
4087,4087.0,0.0812571576047873,0.0964461593650775,0.0842500720932707,0.1343642988214202,0.0806658140911562,0.0955663755514742,0.1568513497090997,0.2705987727637142
4088,4088.0,0.0806116810531389,0.0966364980491338,0.0842568669965948,0.1343710202446189,0.0808593229715231,0.0956920633122403,0.155641208896882,0.271931338475868
4089,4089.0,0.0801944901282196,0.097065737110833,0.0845319011747773,0.132986071248004,0.0804937221080704,0.0960889279577222,0.155902210473898,0.2727369397984753
4090,4090.0,0.0796256782280267,0.0973444441732153,0.0846843504099718,0.1315012184149446,0.0810173285352357,0.096364216692012,0.1561418507621953,0.2733209127843986
4091,4091.0,0.0790259598168991,0.0975847496133978,0.0848248129519346,0.130041164905225,0.0815358497074952,0.0966267912101238,0.1565642135578602,0.2737964582370644
4092,4092.0,0.078362754308373,0.0977464221175304,0.0858205053319916,0.12857636289994,0.0816263171403249,0.0968384936316907,0.1567702357656322,0.2742589088045172
4093,4093.0,0.0776880035062347,0.0978746692931376,0.0867967268633122,0.1271608963076602,0.0817085536112616,0.0970412551811126,0.1569383656810972,0.2747915295561839
4094,4094.0,0.0770096094478667,0.0979715512013161,0.0877456624154568,0.1258039862530077,0.0817825598517852,0.0972339423301098,0.1571907112343313,0.2752619772661265
4095,4095.0,0.0763347203994756,0.0980392355497268,0.0886605512308215,0.1245133461827663,0.0818484188225319,0.0974156356472348,0.1573829940726919,0.2758050980947512
4096,4096.0,0.0756697347505478,0.0980799652508625,0.0895356490949307,0.1232952554991974,0.0819062866607718,0.0975856175825035,0.1576392976392828,0.2762881935219036
4097,4097.0,0.0750573490546631,0.0970219543983652,0.0904032211613058,0.1221916772075065,0.0819934208384103,0.0977803964917859,0.1590247308996891,0.2765272499482741
4098,4098.0,0.0745445772196262,0.0970318072022732,0.0903924034261158,0.1212483458975726,0.0812430825167903,0.0979119652050082,0.1605957318351304,0.2770320866974833
4099,4099.0,0.0740409334634299,0.0970169866546341,0.0903236727507779,0.1203730180700467,0.0804790520329627,0.0980128300935245,0.1621440862058359,0.2776094207287883
4100,4100.0,0.0735499981423775,0.0969795650227046,0.0902029644626858,0.1195671033815887,0.0797097956346123,0.0980842440888591,0.1636576722756512,0.2782486569915209
4101,4101.0,0.0730765808529478,0.0969233477180156,0.0900378544927786,0.1188328907519589,0.0789446995639573,0.0981327671218963,0.1650694628661224,0.2789823966323232
4102,4102.0,0.0726232607390663,0.0968503732550833,0.0898340308831303,0.1181701488757645,0.0781905955231282,0.0981597998327291,0.1663722938128277,0.2797994970782707
4103,4103.0,0.0721921641679926,0.0967626499780371,0.0895970061174869,0.1175779609800992,0.0774535282332264,0.0981668238101449,0.1675608558400803,0.2806890108729327
4104,4104.0,0.0717849898224577,0.0969562577194187,0.0893320806304058,0.117054803617168,0.0767387747633592,0.0981553797590126,0.168631570789963,0.2813461428982149
4105,4105.0,0.0714114386137377,0.097144442807993,0.0890527151392757,0.1166070266977013,0.0760592726565963,0.0981354503130727,0.1696496873437085,0.2819399664279149
4106,4106.0,0.0719607726291269,0.0972147545470438,0.0886520361883018,0.116120458835436,0.0753071806865838,0.0979969721951541,0.1700939443061122,0.2826538806122415
4107,4107.0,0.0723449884628979,0.0980796522496258,0.0881468694607245,0.1156045323510212,0.074497966307093,0.0977538726013804,0.1702413492378071,0.2833307693294503
4108,4108.0,0.0727400186557847,0.0989139177405435,0.0876341601005718,0.1151487870706075,0.0737268786019585,0.0975004893743665,0.1702811352770985,0.284054613179069
4109,4109.0,0.0734182445973601,0.0991559867297693,0.0873972025921158,0.1150291754540123,0.0732752289082091,0.0966844645037864,0.1704988916780591,0.2845408055366879
4110,4110.0,0.0739426936830476,0.0992104317885117,0.0870846781307372,0.1148871670564853,0.0727894767271096,0.0966274425415015,0.1704706393575606,0.2849874707150466
4111,4111.0,0.0744662638819227,0.0992446367715553,0.0867818516125039,0.114801004596257,0.0723524727853678,0.0965786763724672,0.1704024333131781,0.285372660666748
4112,4112.0,0.074872696269567,0.0998860146307917,0.0863796703971726,0.1146548539930885,0.0718526011873544,0.0964267169679376,0.1701878398666327,0.2857396066874557
4113,4113.0,0.0751719835739913,0.1012248014942185,0.0858944350373708,0.1147149290944802,0.0713034906854409,0.0961857465162718,0.1698055011334108,0.2856991124648158
4114,4114.0,0.0754533282303753,0.1025229857563206,0.0854207841010454,0.1148043078916845,0.0707970370749383,0.095948556626602,0.1693554715379164,0.2856975287811176
4115,4115.0,0.0756396251509952,0.1043773781104638,0.0848862097492479,0.1148427519909778,0.0702579532968466,0.0956410552356613,0.1687709645751293,0.2855840618906782
4116,4116.0,0.0775721128280861,0.1051540538684107,0.0843816675008295,0.1149141684588929,0.0697744106394913,0.0954286235170295,0.1675536360136477,0.2852213271736123
4117,4117.0,0.0794729129509056,0.1058708318256252,0.0839039365382829,0.1150145093450713,0.0693404273877192,0.095230433972827,0.1663407514400343,0.2848261965395345
4118,4118.0,0.0805569555044217,0.1072957647518393,0.0834551130426466,0.1151398787988251,0.0689553874334895,0.0950470442810528,0.1651439953012384,0.2844058608864867
4119,4119.0,0.0808601107850646,0.108742389219492,0.0831277035930949,0.1153774293597681,0.0687091559374995,0.0950606265352001,0.1640646314060753,0.2840579531638055
4120,4120.0,0.0811119814218607,0.110112251647945,0.0828310226976968,0.1156317492297539,0.0685084961870669,0.0950877113544988,0.1630198959873152,0.2836968914738628
4121,4121.0,0.0813374443793043,0.1114215968233114,0.0825872315164686,0.1159208854856561,0.068373124811618,0.095193479253674,0.1625127249685094,0.2826535127614583
4122,4122.0,0.0815168453099264,0.1126433425333161,0.0823734385039755,0.116218424640494,0.068277826201579,0.0953088827882565,0.162048077344547,0.2816131626779056
4123,4123.0,0.081685171439278,0.1138062062995704,0.0822209568056442,0.1165849010771758,0.0682517210986843,0.0944639793915347,0.1628837475095834,0.2801033163785295
4124,4124.0,0.0818057770817015,0.1148683777742959,0.0820891102025506,0.1169376164941683,0.0682520812987574,0.0936271788861153,0.1636927877471407,0.2787270705152705
4125,4125.0,0.0819527319315482,0.1144895517637243,0.0820476573532847,0.1173513246793333,0.0683467603715835,0.0928765426900049,0.1645850823155346,0.2783503488949866
4126,4126.0,0.0820716833806196,0.114036598906764,0.0820377252719986,0.117765541135044,0.0684751315002013,0.0921756009327449,0.1654608766325234,0.2779768422401043
4127,4127.0,0.083377204561013,0.1126233126120232,0.0821581123981066,0.1182779240650884,0.0687343929631449,0.0916097249519994,0.1655079503298042,0.2777113781188204
4128,4128.0,0.0854639929715345,0.1103196021033025,0.0822876592900171,0.1187598617048148,0.0690019394627611,0.0910637912578036,0.1655589478961154,0.2775442053136511
4129,4129.0,0.0874849487660068,0.1079894416680281,0.0824260492631714,0.1192111365858821,0.0692761617913272,0.0905476240050996,0.1655566964849889,0.2775079414354959
4130,4130.0,0.0892038950956615,0.1055473384618906,0.0824595746683962,0.1196747844638218,0.069442210701345,0.0899519687809478,0.1653928057555176,0.2783274220724197
4131,4131.0,0.0908393312485618,0.1031343955989156,0.0825038745133101,0.1201152821699233,0.0696147308504474,0.0893962187396125,0.165228980985855,0.2791671858933743
4132,4132.0,0.0923774466799251,0.1007660192724876,0.082551621154566,0.1205189253424511,0.0697855427123056,0.0888761336622963,0.1652584914583789,0.2798658197175893
4133,4133.0,0.094151152121761,0.0977999964063857,0.0827738855936201,0.1210624826313765,0.0701250021445284,0.0885652410508734,0.1654559013432164,0.2800663387082386
4134,4134.0,0.0958241918411844,0.0951688874439141,0.0830060337288826,0.1215866076973316,0.0704678901183378,0.0883108515526105,0.165531478858352,0.2801040587593869
4135,4135.0,0.0973828055590695,0.0926441299158759,0.083237659255207,0.1222325397623381,0.0708033384456639,0.0880885693886551,0.1655082362070283,0.2801027214661624
4136,4136.0,0.0988251538858565,0.0902426404015734,0.0834688023256893,0.1228433899579144,0.0711310407553472,0.0879043190896124,0.1654838454360908,0.2801008081479161
4137,4137.0,0.1001542470783166,0.08774381895761,0.083703006956138,0.1234281723709061,0.0714543018269844,0.0877619471729105,0.1655109300735729,0.2802435755635616
4138,4138.0,0.1013596462000429,0.0853881991877623,0.0839291514263371,0.1239692590834625,0.0717618596557487,0.087494046006688,0.165420764500107,0.2806770739398516
4139,4139.0,0.1014364917378516,0.0831798421932771,0.0851406053785695,0.1246091247878356,0.0720470340585998,0.0872486654300602,0.1651860574571735,0.2811521789566327
4140,4140.0,0.1013107688812867,0.0810400035530936,0.087058803429822,0.1251046852789181,0.072223109920631,0.0869397294650997,0.1649272891527835,0.2813956103183653
4141,4141.0,0.1010880420230267,0.0790672801428587,0.0889415758779916,0.1255561622263751,0.0723832866619793,0.0866629654778219,0.1646732358636592,0.2816274517262875
4142,4142.0,0.1007833720842302,0.0772678209260864,0.0907767708113115,0.1261187541814459,0.072530685679706,0.086418653316584,0.1641463591162669,0.2819575838843691
4143,4143.0,0.1003973120442815,0.0756316060475411,0.0925401060038761,0.1266132200453265,0.0726544227279388,0.0861951353515446,0.1638820551923049,0.2820861425871865
4144,4144.0,0.0999489428044976,0.0741657545129875,0.0942282153686377,0.1270618840563952,0.072762707923947,0.0860017465356344,0.1636306312760795,0.282200117521821
4145,4145.0,0.100360090088371,0.0742901107255944,0.09614285150584,0.1249759508709336,0.073767114712104,0.0865485189532106,0.1639044247170906,0.2800109384268557
4146,4146.0,0.1007262278692576,0.07456994744708,0.0979677524754273,0.12288081373757,0.0747535239638738,0.0871215058553092,0.1642380097322474,0.2777422189192347
4147,4147.0,0.1010376752323824,0.0749763977720769,0.0996831222972005,0.1207773034478991,0.0757033508531127,0.0877018354371923,0.1645273869286019,0.2755929280315343
4148,4148.0,0.1013036997295476,0.07438853770953,0.1012896733713805,0.1184053030919471,0.0766176683308386,0.0894082092370459,0.1648940202267052,0.2736928883030051
4149,4149.0,0.1015244467669199,0.0739099402633616,0.1027804854265272,0.1160781421752205,0.077489147527968,0.0911027289531234,0.1652589399123354,0.271856168974544
4150,4150.0,0.101702236620105,0.0735344651463956,0.1041522242439925,0.1138146083629639,0.0783133574805892,0.0927696347966416,0.1666186681498834,0.269094805199429
4151,4151.0,0.1018395871089896,0.0732555548768813,0.1054030797593699,0.1116309742828529,0.0790867830136268,0.0943950190964212,0.1678013966430518,0.2665876052188066
4152,4152.0,0.1019366885063848,0.0730638619140387,0.1066864015889842,0.1095336458262836,0.0798042881549786,0.095961819846378,0.1688640893511882,0.264149204811764
4153,4153.0,0.1019913724991185,0.0729473592484816,0.1078378588286146,0.1075243495954763,0.0804590676840526,0.0974548334823508,0.1697563153582818,0.262028843303624
4154,4154.0,0.101829893719664,0.0728131616999811,0.1087724246469144,0.1055320545259672,0.0811158303411446,0.0987798098614295,0.1712481818832238,0.2599086433216755
4155,4155.0,0.1007523286098803,0.0728594079273435,0.1108106787360699,0.1037742064515445,0.0818264737455457,0.1001374280426379,0.171798994243168,0.2580404822438104
4156,4156.0,0.0995499503427869,0.072856479979598,0.1124996475058817,0.1020338280423327,0.0823673922773696,0.1022997365528398,0.1721862386199035,0.256206726679288
4157,4157.0,0.0983472640167857,0.0729093245537327,0.1140573698005861,0.1004265761159028,0.082850149238556,0.1043646432740338,0.1725223993679839,0.2545222736324191
4158,4158.0,0.0970804889759159,0.0729359976267067,0.115163130477211,0.0988991778324118,0.0832046297399299,0.1061592267503729,0.1735831177107291,0.2529742308867228
4159,4159.0,0.0958292670762576,0.0729994148520907,0.1161298151431643,0.0974915688871609,0.0834940166468531,0.1078282916777917,0.1746109685122056,0.2516166572044761
4160,4160.0,0.094604094047879,0.0730948064675829,0.1169612033780465,0.0962047565453722,0.0837212967341017,0.1093670705463084,0.1756011759953781,0.2504455962853313
4161,4161.0,0.0934212600905794,0.0732246644746607,0.1176691542992593,0.0950549138855017,0.0838991491415121,0.1107819454318692,0.1765276723473153,0.2494212403293024
4162,4162.0,0.0922883596368237,0.0733842436540949,0.1182589321289575,0.0938883272144412,0.0840307381129939,0.1120711579839141,0.1773168566469142,0.2487613846218605
4163,4163.0,0.0912955450936581,0.0736527928497184,0.1180020913326765,0.0929314248512006,0.0844183207394639,0.1133159376429652,0.1791537861327752,0.2472301013575421
4164,4164.0,0.090287543362121,0.0738655369146218,0.1174952755882491,0.0920279978395378,0.0846876122800662,0.1151166982841277,0.1807597784784448,0.2457595572528316
4165,4165.0,0.0893441349965468,0.0740941107394099,0.1169049141842978,0.0912499147325934,0.0849159307461633,0.1167861978391426,0.1822782311108491,0.2444265656509973
4166,4166.0,0.0884753870820412,0.0743417379478926,0.1162523576388607,0.0906066066470576,0.0848970527144151,0.1183302211792924,0.1836780410531734,0.2434185957372671
4167,4167.0,0.0869668058211581,0.0759085237183335,0.1157437267091476,0.0902757603148381,0.0850406177681167,0.1199349546719424,0.1834264378032885,0.2427031731931752
4168,4168.0,0.0854225532567376,0.0772426843031328,0.1150766262202946,0.0899361894716777,0.0850356973959386,0.119340586970224,0.1859834271312504,0.2419622352507446
4169,4169.0,0.0838705740836033,0.0783721665629233,0.1142825091719301,0.0905100323547538,0.0849059685127512,0.118531751039152,0.1881701985353659,0.2413567997395205
4170,4170.0,0.082419162618682,0.0794799635537501,0.1134740202548129,0.0914167710307948,0.0847570588880042,0.1176298316904893,0.1901524394071598,0.2406707525563069
4171,4171.0,0.0810653372342573,0.0813830601943906,0.1118199092401118,0.0923141106893165,0.0845868000745944,0.1167233384177325,0.1920116268449957,0.2400958173046013
4172,4172.0,0.0797487750120213,0.0831046904252517,0.1101071768836298,0.0933665526649971,0.0843349270154194,0.115689509163734,0.1934063094827263,0.2402420593522203
4173,4173.0,0.0784743650260281,0.0846439816058007,0.1083542624111602,0.095033374406645,0.0840055575612634,0.114544853514774,0.1943883233775787,0.24055528209675
4174,4174.0,0.0772844962364551,0.0861779944535648,0.1076165732629685,0.0966910485075476,0.0836434498137656,0.1134365245253467,0.19426343720528,0.2408864759950717
4175,4175.0,0.0762006530055992,0.0876281382855697,0.1069180035921518,0.0983418107606748,0.0832733964496394,0.1123080524074793,0.1940843562189333,0.2412455892799524
4176,4176.0,0.0752247835386644,0.0889900108938385,0.106263339476448,0.0999732693858071,0.0829033172217232,0.1111761608527287,0.1938052085180259,0.2416639101127641
4177,4177.0,0.0744730456067409,0.0896617314131892,0.1067719334543156,0.1002578140174994,0.0826522607952534,0.1091678560069089,0.1938533212614424,0.2431620374446502
4178,4178.0,0.0738232648263132,0.090241176380844,0.1073150951672855,0.1006389238663025,0.0824034210928259,0.1071834478860611,0.1937449336904613,0.2446497370899065
4179,4179.0,0.0732943377984201,0.0907543734106797,0.1069065307331018,0.1008220204882747,0.0821815265831016,0.1052628526429373,0.1940317407019299,0.2467466176415549
4180,4180.0,0.0728807948402029,0.0920223235664778,0.1054559157420283,0.1009931949203687,0.0819890070613917,0.1045329114227916,0.1932728486537195,0.2488530037930195
4181,4181.0,0.0723550309540742,0.0930003063775182,0.1038435775612811,0.1009317256170492,0.0816046482039098,0.1035505451042147,0.1939874870793506,0.2507266791026021
4182,4182.0,0.0719911016292623,0.0948742054168331,0.1023593876492106,0.1009190674024665,0.0813090532903838,0.1027083956178112,0.1948757020017282,0.2509630869923042
4183,4183.0,0.0717082808847016,0.0966493264348382,0.1009371912598882,0.1008822839317111,0.0810281200573714,0.1019326809570459,0.1957067081674086,0.251155408307035
4184,4184.0,0.0714221945893154,0.0982387045429871,0.0995059195244348,0.1006317130040638,0.0806895075426555,0.1010599215685577,0.1975881776744221,0.2508638615535636
4185,4185.0,0.0710492870856622,0.099558277175706,0.0979940496193403,0.1001936914586839,0.0802107601054745,0.1000230004309852,0.2005013266922619,0.2504696074318859
4186,4186.0,0.0706097997475575,0.100629659332163,0.0972018210078027,0.1003677488595685,0.0796185088903989,0.098860612362644,0.2027125637789847,0.2499992860208806
4187,4187.0,0.0702356578520901,0.1015878286586824,0.0964937565745366,0.1005304770757935,0.0790508992076316,0.0977754926652494,0.2048166375504559,0.2495092504155604
4188,4188.0,0.0699221198420744,0.1024325763131162,0.095866572114171,0.1006716776789804,0.0785130533379456,0.0960034452666261,0.2075249054611637,0.2490656499859225
4189,4189.0,0.0696055759627153,0.1031061122397784,0.0959171073870101,0.1007253563689217,0.0779412595386983,0.0942570772831596,0.2100856036444579,0.2483619075752587
4190,4190.0,0.0694948024834147,0.1035817082534295,0.0960937506220344,0.1009061953099813,0.0775517013478928,0.0929856279874959,0.2117210117513747,0.2476652022443767
4191,4191.0,0.0693944592643682,0.1038750467021574,0.0962086347084642,0.1010333129951168,0.0771541799520012,0.0917739037146744,0.213626100641232,0.2469343620219856
4192,4192.0,0.0693033394183393,0.1040009879586835,0.0962670900151288,0.1011077404921489,0.0767503970045706,0.0906249793242185,0.2156694923173808,0.2462759734695294
4193,4193.0,0.0692562323705479,0.1040429011290181,0.0963751519015874,0.101170515437746,0.0763815293830577,0.0895805769646247,0.2175562457109412,0.245636847102477
4194,4194.0,0.0692492079116481,0.1040087698900769,0.0965267790909961,0.1012221753375957,0.0760477742310856,0.0886406884564026,0.2192831571162365,0.2450214479659586
4195,4195.0,0.0692783280273397,0.1039065399951769,0.0958070078720748,0.1012633150972741,0.0757489578532202,0.0878042612994973,0.2217580325271312,0.2444335573282859
4196,4196.0,0.0693396870590067,0.1037440436088631,0.0951283576160276,0.1012945753332016,0.0754845745358293,0.0870693136303461,0.2240631449707746,0.243876303245951
4197,4197.0,0.0694294475247348,0.1035289323441399,0.0944935027291275,0.1013166313953941,0.0752538248060394,0.0864330469768653,0.2261924196194552,0.2433521946042437
4198,4198.0,0.0695806363823431,0.1033421482132602,0.0933897063409759,0.1013669478464854,0.0750924175082708,0.0859287206099048,0.2283995004473592,0.2428999226514006
4199,4199.0,0.0697525106687733,0.1031165498735603,0.0923381358596971,0.1014091072477806,0.0749619442370048,0.0855150955291882,0.2304229183812263,0.2424837382027694
4200,4200.0,0.0699535505282524,0.1028705421592925,0.0913563518293901,0.1014680385701933,0.0747358974509073,0.0852117727168451,0.231868247771972,0.2425355989731474
4201,4201.0,0.0701655934100907,0.1025953904902664,0.0904339578504707,0.1015150041188077,0.0745361470457655,0.0849842839845816,0.2332023832132794,0.2425672398867381
4202,4202.0,0.0703873940002664,0.1022987361956805,0.0895762142746219,0.1021796816495824,0.0743640363045676,0.0848312716457775,0.2337348894006399,0.2426277765288639
4203,4203.0,0.0705789938161616,0.1019121666692721,0.0887117040855305,0.1027576237772289,0.0741817576624489,0.0847100534785923,0.2344707512563979,0.2426769492543679
4204,4204.0,0.070698827596582,0.1012874428728028,0.0878401679412421,0.1032421435156143,0.0739494813554593,0.0845759929070728,0.2357332104240332,0.2426727333871935
4205,4205.0,0.0708232503332665,0.100661367833603,0.0870414005247152,0.1037103095400903,0.0737449066391513,0.0845042864111769,0.2369223628983448,0.242592115819652
4206,4206.0,0.0709485834861895,0.100038362009305,0.0863141372203064,0.1041551247277383,0.0735653336845874,0.0844854648142365,0.2379625328107524,0.2425304612468846
4207,4207.0,0.0710734826821978,0.0994243485366618,0.0856585002498478,0.1045744760103644,0.0734100580451389,0.0845144278423252,0.2388582167183223,0.2424864899151418
4208,4208.0,0.0711326397609203,0.0986322606229265,0.0850097807855466,0.1049026137015421,0.0732141001815862,0.0845220048385568,0.2392299720796179,0.2433566280293037
4209,4209.0,0.0711325897082316,0.0976938734417736,0.0843743266163634,0.1051437352206239,0.0729840402399084,0.0845086160732742,0.2400332677971356,0.2441295509026892
4210,4210.0,0.0711306797042829,0.0967835278571405,0.0838085917209613,0.1053575323531442,0.0727770149938181,0.0845298933937971,0.2407125994220485,0.2449001605548075
4211,4211.0,0.0711271148442396,0.095193237450936,0.0833112615209161,0.1055445995664339,0.0725927912262173,0.0845821574183397,0.2419878557616537,0.2456609822112639
4212,4212.0,0.0719633661035814,0.093443407545887,0.0827217386899625,0.1055470090215529,0.0729388675348696,0.0845030566775245,0.2427470092414033,0.2461355451852189
4213,4213.0,0.0727899465006336,0.0917532046766429,0.0821979948623579,0.1055260595426243,0.0733016102919203,0.0844493757981526,0.2433912214696282,0.2465905868580402
4214,4214.0,0.0725995573176546,0.0901335681683155,0.0817386895760436,0.1054842965178422,0.0736757254249591,0.0844191096028734,0.2439255444491987,0.2480235089431129
4215,4215.0,0.0725218498246454,0.0888457385902327,0.0808797871558041,0.1049620340580901,0.0741823849652248,0.0845362697053984,0.2445236911020754,0.2495482445985292
4216,4216.0,0.0724827015048208,0.0877399557919001,0.0801356166812217,0.104480519981264,0.0747872555014928,0.0854377910743032,0.2438133327129237,0.2511228267520737
4217,4217.0,0.072431620456357,0.0867191883127656,0.0794551191947732,0.1039892967972897,0.0753845826182395,0.0863421674338538,0.2429390457202708,0.2527389794664504
4218,4218.0,0.0723701548923375,0.0857849864254355,0.0788385765022446,0.1034939359081916,0.0759689915159846,0.0872397577808601,0.2420651261908186,0.2542384707841275
4219,4219.0,0.0722998056851512,0.0842235976405101,0.0782856063163622,0.1029995002237593,0.0765357776928438,0.0881219603434924,0.2412049958525576,0.2563287562453235
4220,4220.0,0.0721311068818802,0.0835742447782398,0.0777043232790138,0.1024196350526665,0.0769899777498306,0.088890285346858,0.2402795782691596,0.2580108486423514
