,f_1,f_2,R_x
21,10.82333978078659,109,11-10-9-7-5-3-4*12-10*9-6-14-7-5-2-1-0*1-3-11*8-14-5-2-1-4*12-13-9*
23,10.883301096067054,108,14-7*8-14-7-5-2-1-3-4*9-6-14-5-2-1-0*6-14*9-10-11-3*13-12-10-9-7-5-3-4*
43,10.909735654416506,107,8-14-6-9-10-11*13-9*10-12*4-3-5-7-9-10-12-13*6-14-7-5-2-1-0*11-3-1*
6,10.9464861379755,106,9-13-12-10*11-3-1-2*6-14*0-1-2-5-7-14-6*4-3-5-7-9-10*8-14-6-9-10-11*
19,10.970986460348165,102,11-10-9-7-5-2-1-0*12-10*12-13-9*11-3-1-4*8-14-7*9-6-14-5-3-4*
35,11.032237266279822,101,8-14-6-9*11-10-9*10-12*4-3-5-7-9-10-12-13*6-14-7-5-2-1-0*11-3-1-2*
31,11.06060606060606,99,8-14-6-9*11-10-9*10-12*4-3-5-7-9-10-12-13*6-14-7-5-2-1-0*11-3-1*
18,11.0715667311412,96,11-10-9-7-5-2-1-0*12-10*12-13-9*11-3-1*8-14-7*9-6-14-5-3-4*
17,11.134751773049645,94,11-10-9-7-5-2-1-0*12-10*12-13-9*3-1*8-14-7*9-6-14-5-3-4-1-2*
16,11.173436492585427,92,11-10-9-7-5-2-1-0*12-10*12-13-9*3-1*8-14-7*9-6-14-5-3-4-1*
29,11.245003223726627,90,2-1-3*0-1-2-5-7-14-6-9*13-12-10-9-7-5-3-4*1-4*14-8*11-10-9*
13,11.258542875564153,88,11-10-9-7-5-2-1-0*12-10*12-13-9*3-1*8-14-7-5*9-6-14-5-3-4*
14,11.274016763378466,86,11-10-9-7-5-2-1-0*12-10*12-13-9*3-1*8-14-7*9-6-14-5-3-4*
15,11.362346872985169,84,11-10-9-7-5-2-1-0*12-10*12-13-9*3-1*8-14*9-6-14-5-3-4*
26,11.512572533849127,81,2-1-3*0-1-2-5-7-14-6-9*13-12-10-9-7-5-3-4*2-1*14-8*11-10*
32,11.534493874919407,79,14-7*8-14*9-6-14-7-5-2-1-0*1-3*10-11*13-12-10-9-7-5-3-4*
31,11.61766602192134,78,14-7*8-14*9-6-14-5-2-1-0*1-3*10-11*13-12-10-9-7-5-3-4*
22,11.784655061250806,77,8-14*9-10-12-13*10-11*4-3-5-7-9*9-6-14-7-5-2-1-0*3-1*
12,11.803997421018698,76,11-10*12-10-9-7-5-2-1-0*12-13*3-1*8-14*9-6-14-5-3-4*
8,12.049000644745323,75,11-10*12-10-9-7-5-2-1-0*12-13*1-2*8-14*9-6-14-5-3-4*
17,12.252740167633787,73,8-14*12-13*11-10*0-1-2-5-7-9-10-12*9-6-14-5*5-3-4*
23,12.338491295938105,72,1-3*0-1-2-5-7-14-6*13-12-10-9-7-5-3-4*2-1*14-8*11-10*
32,12.72662798194713,71,1-3*0-1-2-5-14-6*10-11*3-4*7-14-8*3-5-7-9-10-12-13*
7,12.744680851063832,69,11-10*12-10-9-7-5-3-4*12-13*1-2*8-14*6-14-7-5-2-1-0*
20,12.900709219858156,67,8-14*9-10-12-13*10-11*4-3-5*9-6-14-7-5-2-1-0*3-1*
14,13.121856866537714,65,8-14*12-13*11-10*0-1-2-5-7-9-10-12*6-14-7*5-3-4*
18,13.845261121856868,64,8-14*9-10-12-13*11-10*4-3-5*9-6-14-7-5*0-1-2-5*
0,13.848484848484848,63,10-12-13*14-8*4-3*11-10-9*0-1*3-1-2-5-7-14-6-9*
